model,dataset,demographics,auc,iteration,metric
xlm-roberta-base,welfare,4,0.10495457721113165,4,spearman
LaBSE,welfare,4,0.1927039626905957,4,spearman
xlm-roberta-large,rai,Unknown,0.1653814380318489,4,spearman
text-embedding-3-small,welfare,2,0.2430920238815373,4,spearman
bge-m3,welfare,3,0.1943850862598199,4,spearman
bge-m3,welfare,2,0.24416111585942937,4,spearman
potion-base-2M,rai,Mand,0.12371471311732855,4,spearman
potion-base-2M,welfare,3,0.10766704982180025,4,spearman
M2V_base_output,welfare,1,0.09290205531746977,4,spearman
Qwen3-Embedding-0.6B,welfare,11,0.07841248832071425,4,spearman
bge-m3,welfare,4,0.2310134768762892,4,spearman
Qwen3-Embedding-0.6B,rai,Unknown,0.08285167457638704,4,spearman
multilingual-e5-base,rai,Unknown,0.19639061762686216,4,spearman
M2V_base_glove_subword,rai,Kvinde,0.11205823892609748,4,spearman
potion-base-8M,welfare,3,0.11858840145935229,4,spearman
multilingual-e5-large,rai,Unknown,0.21883681875111566,4,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,1,0.13185056787230431,4,spearman
potion-base-4M,welfare,11,0.15359210046960772,4,spearman
potion-base-8M,rai,Unknown,0.06394965542654395,4,spearman
mmBERTscandi-base-embedding,welfare,11,0.2106606754331243,4,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,2,0.26332756316184314,4,spearman
LaBSE,welfare,2,0.21626468401117663,4,spearman
EmbeddingGemma-Scandi-300m,welfare,11,0.3196351798759433,4,spearman
mxbai-embed-large-v1,rai,Unknown,0.1889574568061498,4,spearman
bge-m3,welfare,1,0.25520287875799536,4,spearman
xlm-roberta-base,rai,Kvinde,0.14293428998516902,4,spearman
text-embedding-3-small,welfare,11,0.29500773795004004,4,spearman
M2V_base_glove,welfare,11,0.07952502259256963,4,spearman
potion-base-2M,welfare,2,0.06007038003107241,4,spearman
potion-base-8M,welfare,2,0.0754153371426946,4,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,4,0.13264094634138573,4,spearman
M2V_base_output,rai,Kvinde,0.10508001562352677,4,spearman
model2vecdk,welfare,1,0.23672164540520924,4,spearman
m2v-dfm-large,welfare,1,0.22086677538688274,4,spearman
EmbeddingGemma-Scandi-300m,welfare,4,0.28174648543240555,4,spearman
model2vecdk-stem,rai,Unknown,0.18616590319110704,4,spearman
text-embedding-ada-002,welfare,4,0.22390583656573504,4,spearman
Qwen3-Embedding-Scandi-0.6B,rai,Kvinde,0.14872954083903567,4,spearman
dfm-sentence-encoder-large,welfare,4,0.1888991683198458,4,spearman
multilingual-e5-large-instruct,rai,Unknown,0.27243933722538055,4,spearman
xlm-roberta-large,welfare,2,0.045378728523038134,5,spearman
model2vecdk,welfare,2,0.20666420225427498,5,spearman
Qwen3-Embedding-Scandi-0.6B,rai,Kvinde,0.15095332438816825,5,spearman
paraphrase-multilingual-mpnet-base-v2,rai,Kvinde,0.25333580295770997,5,spearman
mmBERTscandi-base-embedding,welfare,2,0.14183672715957674,5,spearman
xlm-roberta-base,welfare,11,0.11001530965957836,5,spearman
potion-base-2M,welfare,3,0.09922836905280653,5,spearman
multilingual-e5-large-instruct,welfare,11,0.2316488378202708,5,spearman
mxbai-embed-large-v1,rai,Mand,0.13761014829704002,5,spearman
model2vecdk,welfare,4,0.24147689617404475,5,spearman
snowflake-arctic-embed-l-v2.0,welfare,4,0.23643686609645592,5,spearman
multilingual-e5-small,rai,Mand,0.1850169736433057,5,spearman
model2vecdk-stem,rai,Kvinde,0.18869964099324485,5,spearman
static-similarity-mrl-multilingual-v1,welfare,2,0.1716973416160643,5,spearman
m2v-dfm-large,welfare,3,0.1987004003763347,5,spearman
static-similarity-mrl-multilingual-v1,welfare,4,0.15904961234295187,5,spearman
multilingual-e5-base,welfare,3,0.20629987764662344,5,spearman
dfm-sentence-encoder-large,welfare,4,0.1951627948934169,5,spearman
xlm-roberta-base,rai,Kvinde,0.1473225668301862,5,spearman
multilingual-e5-large,welfare,1,0.21826174219042427,5,spearman
multilingual-e5-large-instruct,welfare,2,0.22874675357614113,5,spearman
xlm-roberta-base,rai,Unknown,0.18481448924370641,5,spearman
nb-sbert-base,welfare,11,0.25843097635324525,5,spearman
bge-m3,welfare,11,0.28404983836833486,5,spearman
M2V_base_glove_subword,rai,Mand,0.13304332574105257,5,spearman
multilingual-e5-base,rai,Kvinde,0.19527322364483848,5,spearman
M2V_base_output,welfare,11,0.1531090590744352,5,spearman
text-embedding-ada-002,rai,Mand,0.189992834253805,5,spearman
EmbeddingGemma-Scandi-300m,rai,Unknown,0.15722227693433574,5,spearman
LaBSE,welfare,4,0.20249404726508927,5,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,11,0.3184762971126315,5,spearman
dfm-sentence-encoder-large,welfare,11,0.18704161349057435,5,spearman
EmbeddingGemma-Scandi-300m,welfare,11,0.3339644979494938,5,spearman
model2vecdk-stem,rai,Mand,0.1689424047557146,5,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,1,0.3305587712802671,5,spearman
Qwen3-Embedding-0.6B,welfare,1,0.08020690093266643,5,spearman
text-embedding-3-large,welfare,1,0.2626397395448431,5,spearman
potion-multilingual-128M,welfare,1,0.2248729014206256,5,spearman
multilingual-e5-small,rai,Kvinde,0.19073163276656263,5,spearman
EmbeddingGemma-Scandi-300m,welfare,4,0.2795543911510069,5,spearman
text-embedding-3-small,welfare,3,0.25756746726326446,5,spearman
paraphrase-multilingual-MiniLM-L12-v2,rai,Unknown,0.24397836904697465,5,spearman
multilingual-e5-base,welfare,2,0.18435069485058533,5,spearman
potion-base-2M,welfare,4,0.13721759130806896,5,spearman
bge-m3,welfare,1,0.2548930355254638,5,spearman
potion-base-8M,rai,Mand,0.12763511854661286,5,spearman
paraphrase-multilingual-MiniLM-L12-v2,rai,Kvinde,0.20403101187219155,5,spearman
text-embedding-ada-002,welfare,4,0.21588323649290278,5,spearman
static-similarity-mrl-multilingual-v1,welfare,3,0.1781068700704014,5,spearman
mmBERTscandi-base-embedding,welfare,11,0.21147748664427798,5,spearman
text-embedding-3-small,rai,Kvinde,0.20774997134479276,5,spearman
model2vecdk,rai,Kvinde,0.18679996538342872,5,spearman
M2V_base_output,welfare,2,0.0432696598421837,5,spearman
text-embedding-3-large,welfare,2,0.21354077574427377,5,spearman
M2V_base_output,rai,Kvinde,0.10661372389225059,5,spearman
snowflake-arctic-embed-l-v2.0,welfare,3,0.22158742016626592,5,spearman
M2V_base_glove,welfare,1,0.06889269125639655,5,spearman
xlm-roberta-large,rai,Mand,0.10950958240994159,5,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,3,0.12568467943712183,5,spearman
nb-sbert-base,welfare,3,0.23685569765488168,5,spearman
M2V_base_glove_subword,rai,Unknown,0.10186581444844607,5,spearman
model2vecdk,welfare,1,0.24196830340292605,5,spearman
M2V_base_output,rai,Unknown,0.08929625332425566,5,spearman
potion-base-4M,rai,Kvinde,0.09756069073064741,5,spearman
model2vecdk,welfare,11,0.3058310703138905,5,spearman
multilingual-e5-large,welfare,3,0.21037848322060787,5,spearman
mmBERTscandi-base-embedding,welfare,4,0.21279382356741802,5,spearman
multilingual-e5-small,welfare,3,0.16813397828390966,5,spearman
bge-m3,rai,Mand,0.207766677990102,5,spearman
potion-base-8M,welfare,1,0.12960742770958575,5,spearman
model2vecdk,welfare,3,0.24707724669736178,5,spearman
model2vecdk-stem,welfare,3,0.2013956150832558,5,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,3,0.2984723930227866,5,spearman
m2v-dfm-large,rai,Unknown,0.24486328459295273,5,spearman
dfm-sentence-encoder-large,rai,Unknown,0.1987594121002172,5,spearman
mxbai-embed-large-v1,rai,Kvinde,0.12091405599815147,5,spearman
multilingual-e5-small,welfare,11,0.195840962069777,5,spearman
static-similarity-mrl-multilingual-v1,rai,Unknown,0.09742901358868919,5,spearman
multilingual-e5-base,welfare,11,0.19928184968834076,5,spearman
text-embedding-3-small,welfare,2,0.2480544743670241,5,spearman
model2vecdk-stem,welfare,1,0.18950288565459092,5,spearman
potion-base-2M,rai,Kvinde,0.09389960395657355,5,spearman
text-embedding-3-small,welfare,1,0.2782665231609506,5,spearman
model2vecdk-stem,welfare,11,0.23694962675610248,5,spearman
paraphrase-multilingual-mpnet-base-v2,rai,Unknown,0.23700062973773858,5,spearman
M2V_base_glove_subword,welfare,1,0.07980062684347189,5,spearman
multilingual-e5-large,rai,Mand,0.18022671768414217,5,spearman
Qwen3-Embedding-Scandi-0.6B,rai,Mand,0.1361076519980252,5,spearman
potion-base-8M,welfare,11,0.15320114460095996,5,spearman
text-embedding-ada-002,rai,Unknown,0.21862524065310368,5,spearman
paraphrase-multilingual-MiniLM-L12-v2,rai,Mand,0.19093220473478287,5,spearman
multilingual-e5-large,welfare,4,0.20711873612638537,5,spearman
multilingual-e5-large-instruct,welfare,3,0.25347066743278357,5,spearman
multilingual-e5-large-instruct,rai,Unknown,0.3038630996379179,5,spearman
text-embedding-3-small,rai,Mand,0.17787269751731435,5,spearman
M2V_base_glove,rai,Kvinde,0.1062189065195633,5,spearman
xlm-roberta-large,welfare,1,0.09854543253439148,5,spearman
nb-sbert-base,rai,Kvinde,0.21547918677520517,5,spearman
potion-base-4M,welfare,4,0.16084387193463182,5,spearman
model2vecdk-stem,welfare,2,0.14746851692249158,5,spearman
EmbeddingGemma-Scandi-300m,rai,Kvinde,0.20428187190470182,5,spearman
mxbai-embed-large-v1,rai,Unknown,0.1919417875642895,5,spearman
xlm-roberta-base,welfare,1,0.07749200981366915,5,spearman
M2V_base_glove,welfare,3,0.07847882601755893,5,spearman
xlm-roberta-base,welfare,2,0.035647387798403526,5,spearman
potion-base-2M,welfare,2,0.05503531389933031,5,spearman
EmbeddingGemma-Scandi-300m,welfare,1,0.269703786285233,5,spearman
potion-base-2M,welfare,11,0.16380649058309676,5,spearman
model2vecdk-stem,rai,Unknown,0.19667920630154553,5,spearman
text-embedding-3-large,welfare,3,0.22994690625363037,5,spearman
mmBERTscandi-base-embedding,welfare,3,0.17014083801367216,5,spearman
xlm-roberta-large,welfare,3,0.11714032792941081,5,spearman
Qwen3-Embedding-0.6B,rai,Kvinde,0.05256434849776928,5,spearman
multilingual-e5-large-instruct,welfare,1,0.2625194231545546,5,spearman
text-embedding-ada-002,welfare,11,0.2720884542056833,5,spearman
xlm-roberta-large,rai,Unknown,0.16519327326281166,5,spearman
model2vecdk,rai,Unknown,0.2397686334062409,5,spearman
LaBSE,welfare,2,0.21991624977559837,5,spearman
LaBSE,rai,Mand,0.18359797259152802,5,spearman
potion-multilingual-128M,rai,Mand,0.16694627831992453,5,spearman
paraphrase-multilingual-mpnet-base-v2,rai,Mand,0.2312370072561606,5,spearman
potion-base-2M,rai,Unknown,0.1105905360352967,5,spearman
multilingual-e5-base,rai,Mand,0.176987216319051,5,spearman
potion-base-4M,rai,Mand,0.11519811139127983,5,spearman
M2V_base_glove,rai,Mand,0.11343162516745928,5,spearman
LaBSE,welfare,1,0.236841783868833,5,spearman
snowflake-arctic-embed-l-v2.0,rai,Mand,0.19261925395467783,5,spearman
potion-multilingual-128M,rai,Unknown,0.18871618979182178,5,spearman
multilingual-e5-large,rai,Unknown,0.23194024786763387,5,spearman
M2V_base_output,welfare,1,0.09308500683969391,5,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,4,0.3069240906946671,5,spearman
mmBERTscandi-base-embedding,welfare,1,0.19336907371451525,5,spearman
potion-multilingual-128M,welfare,4,0.2653695005175721,5,spearman
multilingual-e5-large,rai,Kvinde,0.20180501882698462,5,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,2,0.24685330210214684,5,spearman
M2V_base_glove_subword,welfare,2,0.030735129668979434,5,spearman
mxbai-embed-large-v1,welfare,3,0.1183188362239805,5,spearman
Qwen3-Embedding-Scandi-0.6B,rai,Unknown,0.20744403234008255,5,spearman
M2V_base_glove_subword,welfare,11,0.1514462954948618,5,spearman
M2V_base_glove_subword,welfare,3,0.08518652674867758,5,spearman
M2V_base_output,rai,Mand,0.13000310957263178,5,spearman
potion-base-4M,welfare,2,0.07084835014678792,5,spearman
EmbeddingGemma-Scandi-300m,rai,Mand,0.19076625582913861,5,spearman
dfm-sentence-encoder-large,welfare,2,0.14157619404116606,5,spearman
potion-base-4M,welfare,11,0.1558356236786519,5,spearman
snowflake-arctic-embed-l-v2.0,welfare,2,0.2637192609387155,5,spearman
M2V_base_glove,rai,Unknown,0.09498971274719178,5,spearman
mmBERTscandi-base-embedding,rai,Unknown,0.2077643719269448,5,spearman
dfm-sentence-encoder-large,welfare,3,0.16140550256684738,5,spearman
LaBSE,welfare,3,0.21901541570559896,5,spearman
multilingual-e5-large-instruct,rai,Mand,0.21035909567100028,5,spearman
bge-m3,rai,Kvinde,0.22193426686003953,5,spearman
potion-base-2M,welfare,1,0.11172881316072479,5,spearman
model2vecdk,rai,Mand,0.17366270393552619,5,spearman
multilingual-e5-small,welfare,2,0.16534488133261474,5,spearman
potion-base-8M,rai,Kvinde,0.10068610822350954,5,spearman
LaBSE,rai,Kvinde,0.17724340999230775,5,spearman
potion-base-4M,rai,Unknown,0.059757853282409464,5,spearman
bge-m3,welfare,2,0.2515228618479361,5,spearman
static-similarity-mrl-multilingual-v1,rai,Kvinde,0.12311784639140914,5,spearman
text-embedding-3-large,rai,Kvinde,0.22577755627430474,5,spearman
Qwen3-Embedding-0.6B,welfare,2,0.08564183778899623,5,spearman
EmbeddingGemma-Scandi-300m,welfare,3,0.30250058775315075,5,spearman
dfm-sentence-encoder-large,rai,Mand,0.18084579595329922,5,spearman
text-embedding-ada-002,welfare,3,0.21216577139751003,5,spearman
xlm-roberta-base,rai,Mand,0.13844964795884862,5,spearman
xlm-roberta-base,welfare,3,0.08079700293728644,5,spearman
potion-multilingual-128M,welfare,3,0.21671137363294088,5,spearman
potion-base-4M,welfare,3,0.11477276371684615,5,spearman
Qwen3-Embedding-0.6B,welfare,11,0.08360776023008737,5,spearman
bge-m3,rai,Unknown,0.24863925524600547,5,spearman
mxbai-embed-large-v1,welfare,11,0.12217815241010702,5,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,11,0.15495757736753735,5,spearman
M2V_base_glove_subword,rai,Kvinde,0.10796442169003852,5,spearman
m2v-dfm-large,welfare,11,0.22786783745466363,5,spearman
m2v-dfm-large,welfare,2,0.1775851660169242,5,spearman
text-embedding-ada-002,welfare,2,0.19429818337469118,5,spearman
model2vecdk-stem,welfare,4,0.18431407325118837,5,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,4,0.28522597253703363,5,spearman
xlm-roberta-base,welfare,4,0.09769583746114155,5,spearman
potion-base-8M,welfare,4,0.15321441476114347,5,spearman
Qwen3-Embedding-0.6B,rai,Mand,0.020905238784016344,5,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,4,0.13516451852776623,5,spearman
m2v-dfm-large,welfare,1,0.2183353161136422,5,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,1,0.1350828203068076,5,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,11,0.29634835839479245,5,spearman
M2V_base_glove_subword,welfare,4,0.13879585061569652,5,spearman
potion-base-8M,welfare,3,0.09952560671015136,5,spearman
Qwen3-Embedding-0.6B,rai,Unknown,0.09390921125355366,5,spearman
bge-m3,welfare,3,0.21023832052008035,5,spearman
dfm-sentence-encoder-large,rai,Kvinde,0.18153790064150954,5,spearman
text-embedding-3-large,welfare,4,0.21430769197729715,5,spearman
m2v-dfm-large,rai,Kvinde,0.1948623981936318,5,spearman
mxbai-embed-large-v1,welfare,1,0.11893736221890139,5,spearman
multilingual-e5-small,rai,Unknown,0.1981638695651356,5,spearman
text-embedding-ada-002,rai,Kvinde,0.20464100462218549,5,spearman
multilingual-e5-large,welfare,2,0.20729850699251212,5,spearman
M2V_base_glove,welfare,2,0.01760929530988906,5,spearman
M2V_base_output,welfare,4,0.15178992381170936,5,spearman
nb-sbert-base,rai,Unknown,0.21803376356549742,5,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,0.26510347498689335,5,spearman
snowflake-arctic-embed-l-v2.0,rai,Kvinde,0.21189302426245482,5,spearman
m2v-dfm-large,welfare,4,0.208146513561368,5,spearman
M2V_base_glove,welfare,11,0.07928294773093435,5,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,2,0.09839772269920935,5,spearman
EmbeddingGemma-Scandi-300m,welfare,2,0.2535231828888038,5,spearman
snowflake-arctic-embed-l-v2.0,welfare,1,0.2554475668759583,5,spearman
multilingual-e5-small,welfare,4,0.1765477562349865,5,spearman
text-embedding-3-large,rai,Unknown,0.23944531786691994,5,spearman
LaBSE,welfare,11,0.24809383470752913,5,spearman
nb-sbert-base,welfare,1,0.26978600739494024,5,spearman
multilingual-e5-base,welfare,4,0.1795132942705658,5,spearman
multilingual-e5-base,rai,Unknown,0.18648805680882388,5,spearman
potion-base-8M,welfare,2,0.07334581154461418,5,spearman
Qwen3-Embedding-0.6B,welfare,4,0.012094323561240877,5,spearman
text-embedding-3-large,welfare,11,0.2849653694396523,5,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,1,0.2996398067531279,5,spearman
multilingual-e5-small,welfare,1,0.2021137816036709,5,spearman
text-embedding-3-small,welfare,4,0.2818903812934212,5,spearman
text-embedding-3-small,welfare,11,0.2864138424225566,5,spearman
static-similarity-mrl-multilingual-v1,rai,Mand,0.1472014135895941,5,spearman
text-embedding-3-small,rai,Unknown,0.2127995718329409,5,spearman
snowflake-arctic-embed-l-v2.0,welfare,11,0.23683306069045196,5,spearman
potion-base-8M,rai,Unknown,0.08749839030161115,5,spearman
text-embedding-3-large,rai,Mand,0.23190498799096498,5,spearman
potion-base-4M,welfare,1,0.11346756770168608,5,spearman
nb-sbert-base,welfare,2,0.22518089971387878,5,spearman
static-similarity-mrl-multilingual-v1,welfare,1,0.2066094850442983,5,spearman
Qwen3-Embedding-0.6B,welfare,3,0.03366518280432106,5,spearman
multilingual-e5-large,welfare,11,0.23163330673359248,5,spearman
snowflake-arctic-embed-l-v2.0,rai,Unknown,0.18644779003881629,5,spearman
mxbai-embed-large-v1,welfare,2,0.09362998865468677,5,spearman
potion-multilingual-128M,rai,Kvinde,0.15705856582075944,5,spearman
mmBERTscandi-base-embedding,rai,Mand,0.1499068885056664,5,spearman
xlm-roberta-large,welfare,4,0.15374039090676175,5,spearman
multilingual-e5-large-instruct,rai,Kvinde,0.25009476629120114,5,spearman
multilingual-e5-large-instruct,welfare,4,0.19349055601293583,5,spearman
potion-multilingual-128M,welfare,2,0.1702239565281579,5,spearman
xlm-roberta-large,rai,Kvinde,0.1163169637274427,5,spearman
xlm-roberta-large,welfare,11,0.14640575714934076,5,spearman
m2v-dfm-large,rai,Mand,0.2043130656891168,5,spearman
dfm-sentence-encoder-large,welfare,1,0.17349013422208967,5,spearman
mmBERTscandi-base-embedding,rai,Kvinde,0.16824698869071875,5,spearman
LaBSE,rai,Unknown,0.20457908232766006,5,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,2,0.2626262591834896,5,spearman
M2V_base_output,welfare,3,0.10947227133349309,5,spearman
potion-base-2M,rai,Mand,0.11826202954814509,5,spearman
nb-sbert-base,welfare,4,0.2493252757594416,5,spearman
bge-m3,welfare,4,0.23069817976759743,5,spearman
M2V_base_glove,welfare,4,0.10270853827411389,5,spearman
mxbai-embed-large-v1,welfare,4,0.12783266784074201,5,spearman
nb-sbert-base,rai,Mand,0.22650366203303218,5,spearman
text-embedding-ada-002,welfare,1,0.26033311863250336,5,spearman
static-similarity-mrl-multilingual-v1,welfare,11,0.16619624202853842,5,spearman
multilingual-e5-base,welfare,1,0.20989777330265078,5,spearman
potion-multilingual-128M,welfare,11,0.2629375812369322,5,spearman
EmbeddingGemma-Scandi-300m,rai,Unknown,0.17148522560048174,6,spearman
dfm-sentence-encoder-large,rai,Unknown,0.2141558531074536,6,spearman
multilingual-e5-large-instruct,welfare,1,0.28144656531306295,6,spearman
model2vecdk,welfare,11,0.2842844247535316,6,spearman
M2V_base_glove,welfare,3,0.06584691513092207,6,spearman
potion-multilingual-128M,welfare,1,0.23797982007337087,6,spearman
xlm-roberta-base,rai,Mand,0.13768890536532882,6,spearman
snowflake-arctic-embed-l-v2.0,welfare,2,0.2607227684797862,6,spearman
LaBSE,rai,Kvinde,0.17196904357660056,6,spearman
EmbeddingGemma-Scandi-300m,welfare,1,0.2692924773431866,6,spearman
mxbai-embed-large-v1,rai,Unknown,0.1922212733753411,6,spearman
multilingual-e5-base,welfare,2,0.18503853332898465,6,spearman
multilingual-e5-large,welfare,2,0.21383201022378773,6,spearman
m2v-dfm-large,welfare,4,0.1976356633655928,6,spearman
paraphrase-multilingual-mpnet-base-v2,rai,Kvinde,0.2581098460083618,6,spearman
EmbeddingGemma-Scandi-300m,welfare,3,0.29879996150741805,6,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,2,0.2645522663501179,6,spearman
static-similarity-mrl-multilingual-v1,rai,Mand,0.1426170832340512,6,spearman
M2V_base_output,welfare,2,0.04988820802499038,6,spearman
EmbeddingGemma-Scandi-300m,welfare,4,0.2746660163499782,6,spearman
M2V_base_output,rai,Mand,0.128857282644497,6,spearman
multilingual-e5-small,welfare,11,0.19952567813913843,6,spearman
potion-base-4M,welfare,3,0.10921005941310084,6,spearman
LaBSE,welfare,2,0.2244606035183016,6,spearman
Qwen3-Embedding-Scandi-0.6B,rai,Mand,0.13268960961590862,6,spearman
static-similarity-mrl-multilingual-v1,welfare,11,0.17903820686724095,6,spearman
M2V_base_glove_subword,rai,Kvinde,0.10965405933711014,6,spearman
multilingual-e5-large,rai,Mand,0.18060967710127912,6,spearman
potion-base-2M,rai,Kvinde,0.09326219193649019,6,spearman
multilingual-e5-base,welfare,1,0.2092159671715896,6,spearman
nb-sbert-base,rai,Kvinde,0.21607873687960436,6,spearman
m2v-dfm-large,rai,Unknown,0.24423666250833112,6,spearman
xlm-roberta-large,welfare,2,0.05243076061664011,6,spearman
M2V_base_glove_subword,rai,Unknown,0.09541094937968214,6,spearman
text-embedding-3-large,welfare,4,0.20995837878330487,6,spearman
M2V_base_glove,rai,Mand,0.11328586385240737,6,spearman
text-embedding-ada-002,rai,Kvinde,0.2078849498699721,6,spearman
xlm-roberta-large,welfare,1,0.09330008318270698,6,spearman
mmBERTscandi-base-embedding,welfare,4,0.22720092941776882,6,spearman
potion-base-8M,rai,Unknown,0.07520662213848137,6,spearman
nb-sbert-base,welfare,3,0.23937485182921703,6,spearman
text-embedding-3-large,welfare,11,0.27596848051769046,6,spearman
nb-sbert-base,welfare,11,0.26215393616035304,6,spearman
mmBERTscandi-base-embedding,rai,Kvinde,0.16410989040760718,6,spearman
M2V_base_output,welfare,4,0.15652837002222375,6,spearman
dfm-sentence-encoder-large,welfare,4,0.18978171064693738,6,spearman
text-embedding-3-large,rai,Kvinde,0.22531065306640313,6,spearman
EmbeddingGemma-Scandi-300m,rai,Mand,0.19384081971058578,6,spearman
text-embedding-ada-002,welfare,3,0.213973846768747,6,spearman
multilingual-e5-large-instruct,rai,Mand,0.21377984001259254,6,spearman
M2V_base_output,welfare,3,0.10438442159959853,6,spearman
bge-m3,rai,Kvinde,0.2183035470601243,6,spearman
text-embedding-3-small,rai,Unknown,0.2167144102526527,6,spearman
bge-m3,rai,Mand,0.2018194900178711,6,spearman
mxbai-embed-large-v1,welfare,11,0.1216142741351744,6,spearman
model2vecdk,welfare,2,0.20091161822920317,6,spearman
model2vecdk,welfare,1,0.23046021489218457,6,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,11,0.28109387849123735,6,spearman
Qwen3-Embedding-0.6B,welfare,3,0.02762443788192162,6,spearman
bge-m3,welfare,3,0.20248768411557902,6,spearman
model2vecdk,welfare,4,0.24583666470487714,6,spearman
EmbeddingGemma-Scandi-300m,welfare,2,0.2585661912107716,6,spearman
multilingual-e5-large,rai,Kvinde,0.20158105528512313,6,spearman
nb-sbert-base,welfare,4,0.24188769819192074,6,spearman
potion-base-8M,welfare,2,0.053159754201065584,6,spearman
xlm-roberta-base,rai,Unknown,0.19912919609406493,6,spearman
model2vecdk-stem,welfare,3,0.20065502482057773,6,spearman
model2vecdk-stem,welfare,1,0.1862685167276386,6,spearman
potion-base-2M,welfare,1,0.10624650780700895,6,spearman
potion-base-8M,rai,Kvinde,0.09855167161116113,6,spearman
M2V_base_glove,welfare,1,0.07191144614662404,6,spearman
model2vecdk-stem,rai,Kvinde,0.18992625866749402,6,spearman
multilingual-e5-base,welfare,3,0.1926244249372932,6,spearman
text-embedding-3-large,rai,Mand,0.23097674816664288,6,spearman
text-embedding-3-small,welfare,4,0.285871721015362,6,spearman
potion-base-4M,welfare,11,0.1614915503942651,6,spearman
potion-base-2M,rai,Unknown,0.08680807386534137,6,spearman
multilingual-e5-small,rai,Mand,0.18647994970921689,6,spearman
Qwen3-Embedding-0.6B,rai,Mand,0.019794441062350045,6,spearman
potion-multilingual-128M,rai,Kvinde,0.1553561645475899,6,spearman
nb-sbert-base,welfare,2,0.2320546526760086,6,spearman
mmBERTscandi-base-embedding,welfare,2,0.14193808814391518,6,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,3,0.3027690722595002,6,spearman
M2V_base_glove,rai,Kvinde,0.11167046828023994,6,spearman
static-similarity-mrl-multilingual-v1,rai,Kvinde,0.12412016934333953,6,spearman
potion-base-2M,welfare,11,0.16749947289497935,6,spearman
static-similarity-mrl-multilingual-v1,welfare,2,0.16659513261828968,6,spearman
M2V_base_glove_subword,welfare,11,0.14787754806592743,6,spearman
mmBERTscandi-base-embedding,welfare,11,0.21034062150790045,6,spearman
mxbai-embed-large-v1,welfare,2,0.08959022727549021,6,spearman
mmBERTscandi-base-embedding,rai,Unknown,0.20315335325864603,6,spearman
model2vecdk,rai,Mand,0.1732854488523967,6,spearman
mxbai-embed-large-v1,rai,Kvinde,0.12152323028483633,6,spearman
multilingual-e5-large-instruct,welfare,4,0.19334079681668995,6,spearman
dfm-sentence-encoder-large,rai,Mand,0.1836458165844909,6,spearman
nb-sbert-base,rai,Unknown,0.2305148298465701,6,spearman
potion-base-4M,rai,Unknown,0.06139108466582107,6,spearman
snowflake-arctic-embed-l-v2.0,rai,Kvinde,0.21084189865912162,6,spearman
M2V_base_glove_subword,rai,Mand,0.1190080863510983,6,spearman
potion-multilingual-128M,welfare,4,0.26641309498081844,6,spearman
model2vecdk-stem,rai,Unknown,0.18748280595768177,6,spearman
potion-base-2M,welfare,2,0.0572392962010866,6,spearman
M2V_base_glove,rai,Unknown,0.0874202851121136,6,spearman
bge-m3,rai,Unknown,0.21525782670267035,6,spearman
Qwen3-Embedding-0.6B,welfare,2,0.08043799496914891,6,spearman
potion-multilingual-128M,welfare,11,0.262623854017835,6,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,11,0.1634652144979161,6,spearman
m2v-dfm-large,welfare,1,0.2176519066303903,6,spearman
xlm-roberta-base,welfare,1,0.08240671395795568,6,spearman
multilingual-e5-large,rai,Unknown,0.23337770440613217,6,spearman
Qwen3-Embedding-0.6B,welfare,11,0.08110747478602709,6,spearman
xlm-roberta-base,welfare,2,0.05093358261207383,6,spearman
text-embedding-3-small,rai,Kvinde,0.20333809435249833,6,spearman
model2vecdk,rai,Kvinde,0.18865437353122497,6,spearman
static-similarity-mrl-multilingual-v1,welfare,4,0.14403339465757725,6,spearman
Qwen3-Embedding-0.6B,welfare,4,0.007248226674587885,6,spearman
multilingual-e5-large,welfare,11,0.22257841044144752,6,spearman
M2V_base_glove_subword,welfare,1,0.09657500432241367,6,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,0.2512475481592383,6,spearman
