model,dataset,demographics,iteration,auc
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,11,1,0.2750000983948878
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-welfare,welfare,11,5,0.19513998660938647
Qwen3-Embedding-0.6B__prompt-meaning__ctx-welfare,welfare,11,5,0.31659716323810483
Qwen3-Embedding-0.6B__prompt-grouping__ctx-rai,rai,Unknown,5,0.2011577514940607
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-rai,rai,Mand,1,0.22773307574482501
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,11,4,0.3548495571767892
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,4,8,0.38015907692624334
multilingual-e5-large-instruct__prompt-cluster,welfare,1,7,0.4849692962256205
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,4,4,0.3453246450806337
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Kvinde,9,0.2003288885626569
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,rai,Kvinde,7,0.21208620698196456
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,1,7,0.4268466881480635
Qwen3-Embedding-0.6B__prompt-meaning,welfare,1,1,0.3132420499721572
EmbeddingGemma-Scandi-300m__prompt-meaning,rai,Kvinde,1,0.2887720737376255
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-welfare,welfare,4,5,0.2549448041403715
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,2,7,0.22309202976671968
multilingual-e5-large-instruct__prompt-meaning,rai,Kvinde,8,0.3420673117703791
multilingual-e5-large-instruct__prompt-grouping,welfare,11,1,0.40990456358610855
Qwen3-Embedding-0.6B__prompt-meaning__ctx-welfare,welfare,4,8,0.28502702687932086
Qwen3-Embedding-0.6B__prompt-grouping,welfare,11,1,0.2868176760922139
multilingual-e5-large-instruct__prompt-similarity,welfare,1,1,0.4305682155418215
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-welfare,welfare,3,5,0.3497475790155158
Qwen3-Embedding-0.6B__prompt-cluster,welfare,11,8,0.2872432012186123
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,11,2,0.4337195925436354
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,1,8,0.2588622802487042
Qwen3-Embedding-0.6B__prompt-similarity,rai,Mand,9,0.12081563923422504
Qwen3-Embedding-0.6B__prompt-grouping__ctx-rai,rai,Unknown,3,0.1444751613542894
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,2,4,0.38337378740141465
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,3,1,0.2711897784039505
Qwen3-Embedding-0.6B__prompt-topic,welfare,1,3,0.39371674225411274
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,11,0,0.25534342667944115
Qwen3-Embedding-0.6B__prompt-similarity__ctx-welfare,welfare,2,9,0.3666474042170087
EmbeddingGemma-Scandi-300m__prompt-meaning,rai,Unknown,2,0.2815473478712865
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Kvinde,2,0.22489410824015688
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,4,5,0.3904469896656805
multilingual-e5-large-instruct__prompt-meaning__ctx-rai,rai,Kvinde,0,0.33498632153359154
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,11,5,0.203700492456959
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,rai,Unknown,0,0.2895879406042275
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,2,7,0.22330056797643197
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Kvinde,8,0.21041157830007312
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,3,6,0.3513319753030629
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-rai,rai,Kvinde,5,0.1868599634750955
Qwen3-Embedding-0.6B__prompt-cluster__ctx-welfare,welfare,1,7,0.3034615207822697
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-welfare,welfare,1,0,0.33739833522365903
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,3,6,0.224684358781168
Qwen3-Embedding-0.6B__prompt-similarity,welfare,4,8,0.19546371492751027
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,rai,Mand,3,0.20551348025456853
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,2,7,0.21359999982791708
Qwen3-Embedding-0.6B__prompt-cluster__ctx-welfare,welfare,2,1,0.28045775056559225
Qwen3-Embedding-0.6B__prompt-similarity__ctx-rai,rai,Kvinde,4,0.1817262246473134
Qwen3-Embedding-0.6B__prompt-topic,welfare,1,0,0.36014836224046703
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Mand,1,0.2285767593988332
EmbeddingGemma-Scandi-300m__prompt-grouping__ctx-rai,rai,Kvinde,5,0.23219341067047883
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,3,7,0.20105788167713948
multilingual-e5-large-instruct__prompt-cluster,welfare,3,9,0.46320008111572647
Qwen3-Embedding-0.6B__prompt-meaning__ctx-welfare,welfare,2,2,0.33831927541785967
multilingual-e5-large-instruct__prompt-grouping__ctx-rai,rai,Kvinde,2,0.3606012351765329
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,2,4,0.2110927730232358
Qwen3-Embedding-0.6B__prompt-meaning,welfare,4,3,0.23888021026967607
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-welfare,welfare,4,4,0.17503331317612641
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-welfare,welfare,4,3,0.17522015658501622
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-rai,rai,Mand,4,0.23831173591003724
multilingual-e5-large-instruct__prompt-cluster__ctx-rai,rai,Kvinde,8,0.3421848032245549
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,2,1,0.2215316956413419
multilingual-e5-large-instruct__prompt-meaning,welfare,11,8,0.40155262659432184
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,1,7,0.2680983562807951
multilingual-e5-large-instruct__prompt-grouping__ctx-welfare,welfare,3,6,0.3879994676137633
EmbeddingGemma-Scandi-300m__prompt-grouping__ctx-welfare,welfare,3,4,0.36309977779919694
multilingual-e5-large-instruct__prompt-topic,rai,Unknown,7,0.39493555921286866
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,rai,Mand,6,0.21541804185505942
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,3,5,0.45653775653640016
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,4,0,0.259705492699084
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-rai,rai,Unknown,6,0.2508599817051203
multilingual-e5-large-instruct__prompt-topic,welfare,2,6,0.4949890980908325
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-welfare,welfare,4,4,0.2753597718158426
multilingual-e5-large-instruct__prompt-grouping,welfare,1,5,0.49451954336130954
multilingual-e5-large-instruct__prompt-meaning,welfare,11,1,0.39401699951276725
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,2,8,0.20815853039320925
multilingual-e5-large-instruct__prompt-grouping__ctx-rai,rai,Mand,0,0.3427235438350082
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-rai,rai,Mand,3,0.21482197109008527
Qwen3-Embedding-0.6B__prompt-meaning,welfare,4,2,0.21877773633621855
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-rai,rai,Kvinde,2,0.2649327952810673
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,4,9,0.2026778353148437
multilingual-e5-large-instruct__prompt-meaning,welfare,2,3,0.42045872604694307
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-rai,rai,Kvinde,2,0.20603070833597412
EmbeddingGemma-Scandi-300m__prompt-meaning,rai,Kvinde,8,0.2653949241627314
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-rai,rai,Mand,9,0.1966547288397181
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-welfare,welfare,2,7,0.20477825688590767
Qwen3-Embedding-0.6B__prompt-meaning,welfare,3,5,0.2437799082651274
Qwen3-Embedding-0.6B__prompt-meaning,welfare,4,4,0.22289540281666603
Qwen3-Embedding-0.6B__prompt-meaning__ctx-rai,rai,Mand,2,0.15672137940389788
Qwen3-Embedding-0.6B__prompt-cluster__ctx-welfare,welfare,11,7,0.2406929998402782
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,2,6,0.3837738941095363
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,2,3,0.2371758036963955
multilingual-e5-large-instruct__prompt-grouping,welfare,11,2,0.4178174303723321
EmbeddingGemma-Scandi-300m__prompt-topic,rai,Mand,2,0.2749046532272589
multilingual-e5-large-instruct__prompt-meaning,welfare,1,2,0.4301062078880514
multilingual-e5-large-instruct__prompt-grouping,welfare,3,1,0.44410340276805155
multilingual-e5-large-instruct__prompt-cluster,welfare,3,8,0.444322837567491
multilingual-e5-large-instruct__prompt-meaning__ctx-rai,rai,Kvinde,3,0.3329112669475958
multilingual-e5-large-instruct__prompt-cluster,welfare,2,1,0.445212105510395
multilingual-e5-large-instruct__prompt-topic__ctx-rai,rai,Kvinde,1,0.38616715523182266
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-welfare,welfare,1,2,0.2227667253434148
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,11,7,0.18640529925379382
Qwen3-Embedding-0.6B__prompt-topic__ctx-rai,rai,Unknown,9,0.19282811035411432
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,3,9,0.4851590872357125
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,11,0,0.4412125984994075
EmbeddingGemma-Scandi-300m__prompt-meaning,rai,Unknown,6,0.2665816538475346
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,2,0,0.30728931014726296
multilingual-e5-large-instruct__prompt-cluster,rai,Mand,5,0.3569103115540962
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,11,8,0.36434313926538986
multilingual-e5-large-instruct__prompt-topic,welfare,11,5,0.49853274963487915
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,3,5,0.21425455728086557
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,2,7,0.31409904096785
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Mand,6,0.24428169383779036
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Mand,7,0.208187244773282
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-welfare,welfare,4,6,0.2854218955436071
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,4,7,0.19401987299629236
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,11,8,0.21055648539218205
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,1,6,0.44265501350507164
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,1,5,0.4547822795871497
Qwen3-Embedding-0.6B__prompt-similarity,welfare,2,7,0.2588973496623154
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,1,1,0.27340563406265395
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-rai,rai,Unknown,9,0.298357353941616
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Unknown,7,0.3176599370768159
Qwen3-Embedding-0.6B__prompt-cluster,welfare,3,3,0.24441966690879535
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,3,7,0.23905776875524987
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,1,9,0.4497434288971049
Qwen3-Embedding-0.6B__prompt-similarity__ctx-rai,rai,Unknown,4,0.2984125030578213
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,4,0,0.19643098710521245
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Mand,0,0.1994349777964252
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-rai,rai,Kvinde,2,0.21075434375241156
Qwen3-Embedding-0.6B__prompt-meaning__ctx-rai,rai,Mand,1,0.15844154148696096
multilingual-e5-large-instruct__prompt-topic,rai,Unknown,6,0.40683285948935977
Qwen3-Embedding-0.6B__prompt-topic,welfare,1,5,0.38296481897692336
Qwen3-Embedding-0.6B__prompt-meaning__ctx-welfare,welfare,4,0,0.2344218372861071
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,11,7,0.20454954999217653
multilingual-e5-large-instruct__prompt-grouping,welfare,4,5,0.390206247534659
multilingual-e5-large-instruct__prompt-topic__ctx-welfare,welfare,1,4,0.4556212520028469
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-welfare,welfare,1,8,0.22288646459555514
Qwen3-Embedding-0.6B__prompt-cluster,rai,Unknown,1,0.19672055181746992
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Mand,1,0.21869009939441006
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-welfare,welfare,4,0,0.26217070167142975
multilingual-e5-large-instruct__prompt-cluster,welfare,11,1,0.42088863354700073
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,1,2,0.22468478975504336
Qwen3-Embedding-0.6B__prompt-cluster,welfare,4,8,0.18467462131715634
multilingual-e5-large-instruct__prompt-similarity,welfare,3,9,0.4230545902874993
multilingual-e5-large-instruct__prompt-meaning__ctx-welfare,welfare,1,4,0.4258655733247605
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,4,7,0.15468745100654382
multilingual-e5-large-instruct__prompt-similarity,welfare,3,6,0.42010593539290575
Qwen3-Embedding-0.6B__prompt-meaning,welfare,1,3,0.34767354504723835
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-welfare,welfare,2,4,0.316877461786784
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,2,0,0.38633108547863665
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-welfare,welfare,11,7,0.3347754112413211
multilingual-e5-large-instruct__prompt-topic__ctx-rai,rai,Mand,0,0.3859339678122904
Qwen3-Embedding-0.6B__prompt-grouping__ctx-rai,rai,Unknown,7,0.21646245487142332
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,2,7,0.21384348075792634
Qwen3-Embedding-0.6B__prompt-similarity__ctx-welfare,welfare,4,9,0.273640411675107
Qwen3-Embedding-0.6B__prompt-meaning,welfare,1,7,0.32432424918539215
Qwen3-Embedding-0.6B__prompt-topic__ctx-welfare,welfare,11,2,0.2778003804881923
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,3,6,0.20305582748262815
Qwen3-Embedding-0.6B__prompt-similarity__ctx-rai,rai,Mand,4,0.1671986474657268
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,4,7,0.1869929631117416
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,1,9,0.362481553411679
multilingual-e5-large-instruct__prompt-cluster,welfare,2,7,0.4535713400345918
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,11,4,0.2345608154939812
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,11,3,0.26893678177789565
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-rai,rai,Unknown,0,0.30435977184385093
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-welfare,welfare,4,6,0.29197449849613194
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,3,1,0.24361936383597008
multilingual-e5-large-instruct__prompt-similarity,rai,Unknown,1,0.40325232312003556
EmbeddingGemma-Scandi-300m__prompt-grouping,rai,Unknown,0,0.2827765937878061
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,11,8,0.4241152841054919
Qwen3-Embedding-0.6B__prompt-meaning__ctx-welfare,welfare,11,0,0.31848417885928
Qwen3-Embedding-0.6B__prompt-meaning__ctx-welfare,welfare,11,8,0.35402168805322226
multilingual-e5-large-instruct__prompt-cluster,welfare,3,1,0.462833727496551
multilingual-e5-large-instruct__prompt-grouping,welfare,1,7,0.46793032927580536
Qwen3-Embedding-0.6B__prompt-topic__ctx-welfare,welfare,4,6,0.18346744469224158
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,11,0,0.41670883710888895
multilingual-e5-large-instruct__prompt-similarity__ctx-rai,rai,Unknown,6,0.3919253293373975
multilingual-e5-large-instruct__prompt-similarity,rai,Kvinde,7,0.357919000848146
Qwen3-Embedding-0.6B__prompt-grouping,welfare,4,7,0.19564129996284496
Qwen3-Embedding-0.6B__prompt-similarity,welfare,1,2,0.2853040912435862
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-rai,rai,Unknown,0,0.284621072197588
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,2,3,0.3794160851338163
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,2,2,0.3392673839402478
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,2,7,0.19328492231469088
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,2,5,0.32497381017754806
multilingual-e5-large-instruct__prompt-similarity__ctx-rai,rai,Kvinde,6,0.3419271175103053
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,3,9,0.19606355400189404
multilingual-e5-large-instruct__prompt-meaning,rai,Kvinde,3,0.3496839646286588
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,3,2,0.21873631200322638
multilingual-e5-large-instruct__prompt-similarity__ctx-rai,rai,Unknown,8,0.4025081555681597
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,4,9,0.21763459694544143
multilingual-e5-large-instruct__prompt-meaning__ctx-welfare,welfare,4,3,0.3444818893970337
multilingual-e5-large-instruct__prompt-grouping,welfare,11,9,0.4429984015665362
multilingual-e5-large-instruct__prompt-meaning,welfare,11,0,0.3997198827082134
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-rai,rai,Kvinde,8,0.23061588738671138
Qwen3-Embedding-0.6B__prompt-topic,welfare,11,0,0.3362938370052283
Qwen3-Embedding-0.6B__prompt-topic__ctx-welfare,welfare,3,9,0.24494614515078014
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,4,9,0.40210537253485057
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,rai,Unknown,4,0.2952860335795396
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,2,1,0.19384537336834737
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,11,8,0.42273209745190354
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,3,8,0.37974490638048725
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Kvinde,0,0.20322116048100136
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-rai,rai,Kvinde,6,0.24437525151314818
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Unknown,0,0.2931763738048745
Qwen3-Embedding-0.6B__prompt-topic,welfare,11,3,0.39737446587830805
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Unknown,6,0.28293688040253234
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-rai,rai,Unknown,2,0.27652087947232074
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-welfare,welfare,4,9,0.3054441604901377
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,11,0,0.22292295943560755
multilingual-e5-large-instruct__prompt-meaning,welfare,4,7,0.35959018311333607
Qwen3-Embedding-0.6B__prompt-meaning,rai,Mand,5,0.12411322072382253
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,2,7,0.3890955211293638
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,3,6,0.19892802044284863
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-welfare,welfare,1,3,0.3526882626218677
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,2,4,0.2235397865853719
multilingual-e5-large-instruct__prompt-meaning,welfare,3,8,0.40441051360672614
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,1,1,0.24607251474161118
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,3,0,0.18003832547371376
Qwen3-Embedding-0.6B__prompt-similarity__ctx-welfare,welfare,3,8,0.33631221444943826
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-welfare,welfare,4,9,0.17887771671238628
Qwen3-Embedding-0.6B__prompt-similarity__ctx-welfare,welfare,1,5,0.3870530886908024
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,2,2,0.3516680624228922
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-rai,rai,Mand,4,0.22250180136558712
Qwen3-Embedding-0.6B__prompt-grouping,welfare,3,8,0.2624001943930705
Qwen3-Embedding-0.6B__prompt-topic__ctx-welfare,welfare,11,3,0.3197817146634735
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,4,4,0.18262478234594465
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,1,2,0.27506717404489545
Qwen3-Embedding-0.6B__prompt-cluster__ctx-welfare,welfare,11,1,0.2785181378559795
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,4,3,0.19468540499956435
Qwen3-Embedding-0.6B__prompt-topic,rai,Kvinde,0,0.1740457188805701
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,4,2,0.39631786103170824
Qwen3-Embedding-0.6B__prompt-meaning__ctx-rai,rai,Unknown,8,0.2231928333408359
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,1,2,0.3828180638034785
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-welfare,welfare,11,3,0.3707016297294481
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-rai,rai,Unknown,1,0.30241946918271795
multilingual-e5-large-instruct__prompt-topic,welfare,3,0,0.47366493312082253
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-welfare,welfare,11,4,0.20960727146833524
Qwen3-Embedding-0.6B__prompt-cluster__ctx-welfare,welfare,4,9,0.17323677789128988
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-welfare,welfare,11,8,0.2056807051145586
multilingual-e5-large-instruct__prompt-meaning__ctx-rai,rai,Mand,4,0.3382986360549651
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,1,3,0.4186096897044771
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Mand,9,0.20777157114771616
Qwen3-Embedding-0.6B__prompt-meaning,welfare,11,5,0.2998321066871211
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,1,4,0.41678842278015465
multilingual-e5-large-instruct__prompt-topic__ctx-welfare,welfare,1,5,0.5045537280079211
multilingual-e5-large-instruct__prompt-topic__ctx-rai,rai,Kvinde,2,0.39819608275671
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-welfare,welfare,4,1,0.16498669458398785
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,1,7,0.43200363258108354
multilingual-e5-large-instruct__prompt-meaning__ctx-welfare,welfare,2,9,0.41594468210451807
Qwen3-Embedding-0.6B__prompt-cluster,welfare,3,1,0.2322011407142341
multilingual-e5-large-instruct__prompt-similarity,rai,Unknown,2,0.41431379107823696
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-welfare,welfare,3,7,0.3395254640665685
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,11,3,0.3996098468673284
multilingual-e5-large-instruct__prompt-similarity,rai,Unknown,3,0.4237792398857837
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Kvinde,0,0.24833275824792087
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,3,3,0.4663839896960919
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,4,6,0.19515860755693612
multilingual-e5-large-instruct__prompt-cluster,welfare,1,5,0.5055360587964653
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-welfare,welfare,1,8,0.24320152041854093
Qwen3-Embedding-0.6B__prompt-cluster,welfare,2,5,0.28858416641691725
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-welfare,welfare,11,9,0.3756712057021596
EmbeddingGemma-Scandi-300m__prompt-similarity,rai,Mand,7,0.23808466988608024
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Kvinde,1,0.2257640460432525
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-rai,rai,Mand,8,0.2450077228543668
multilingual-e5-large-instruct__prompt-grouping,welfare,11,8,0.4113678390353852
Qwen3-Embedding-0.6B__prompt-cluster__ctx-welfare,welfare,11,5,0.24439237779391637
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-welfare,welfare,4,7,0.1686437477125233
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,1,0,0.28941267664835585
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,2,2,0.3901768092016403
multilingual-e5-large-instruct__prompt-similarity,welfare,4,3,0.3614272728147967
Qwen3-Embedding-0.6B__prompt-meaning__ctx-rai,rai,Kvinde,4,0.1695359336411665
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,3,8,0.19856737724768656
multilingual-e5-large-instruct__prompt-cluster,rai,Unknown,6,0.402760247113922
Qwen3-Embedding-0.6B__prompt-cluster,welfare,3,6,0.2182984662946566
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,4,3,0.41337986647471003
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,3,7,0.45704173951554444
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Kvinde,8,0.23524623323556418
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,1,0,0.43393065021032395
EmbeddingGemma-Scandi-300m__prompt-grouping__ctx-rai,rai,Kvinde,1,0.2383348274392115
multilingual-e5-large-instruct__prompt-similarity,rai,Mand,8,0.34733900733995804
multilingual-e5-large-instruct__prompt-topic__ctx-rai,rai,Unknown,0,0.42342472476595167
Qwen3-Embedding-0.6B__prompt-meaning,rai,Mand,1,0.13938855359940272
Qwen3-Embedding-0.6B__prompt-topic__ctx-welfare,welfare,2,4,0.28946153364193367
multilingual-e5-large-instruct__prompt-similarity__ctx-rai,rai,Unknown,3,0.40869982167653196
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,1,8,0.259310135480579
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,3,1,0.2069455693122251
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,3,1,0.37857958211357057
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,1,6,0.2584043001715786
Qwen3-Embedding-0.6B__prompt-similarity__ctx-welfare,welfare,2,7,0.3378247463740491
Qwen3-Embedding-0.6B__prompt-meaning,welfare,11,4,0.289994665770001
EmbeddingGemma-Scandi-300m__prompt-grouping,rai,Mand,1,0.23078032248896185
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,2,9,0.22788167128036785
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,11,1,0.4248093486014638
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Mand,4,0.20781449260389928
multilingual-e5-large-instruct__prompt-similarity,welfare,4,2,0.36842536458204894
multilingual-e5-large-instruct__prompt-grouping,welfare,4,9,0.39191754358468434
