model,dataset,difficulty,statistic,auc_mean,ci_lo,ci_hi
multilingual-e5-large,gov-ai,Hard ($r_i(t)$: bottom 20%),Best,0.009090521673322367,-0.006678405163505249,0.026739900898380117
potion-base-2M,gov-ai,Hard ($r_i(t)$: bottom 20%),Best,0.009532511929876206,-0.0033404336080362445,0.02250779597376309
Qwen3-Embedding-0.6B,welfare,Easy ($r_i(t)$: top 20%),Best,0.3232850449925912,0.28535149843109026,0.3679794280663881
potion-base-8M,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,0.006566636117483302,-0.005498710482357432,0.018942731684911472
text-embedding-ada-002,rai,Easy ($r_i(t)$: top 20%),Worst,0.32394715638608135,0.3048199789011963,0.3392930736491069
human-mds-oracle,rai,Hard ($r_i(t)$: bottom 20%),Mean,0.07947415184567834,0.06912920504760023,0.09738416274690381
paraphrase-multilingual-mpnet-base-v2,welfare,Easy ($r_i(t)$: top 20%),Mean,0.5225034824845277,0.4877048571043229,0.5559741025944588
snowflake-arctic-embed-l-v2.0,gov-ai,Easy ($r_i(t)$: top 20%),Best,0.29347326893963877,0.2655810780441076,0.33156496023396725
snowflake-arctic-embed-l-v2.0,gov-ai,Hard ($r_i(t)$: bottom 20%),Mean,0.014765379323720556,-0.003859782790258931,0.026851540503054543
EmbeddingGemma-Scandi-300m,gov-ai,Hard ($r_i(t)$: bottom 20%),Best,0.022365702395818934,0.014323452514510986,0.030545243344986758
multilingual-e5-large,rai,Hard ($r_i(t)$: bottom 20%),Worst,-0.00429720253581716,-0.03304439867598962,0.010435115887818557
snowflake-arctic-embed-l-v2.0,rai,Hard ($r_i(t)$: bottom 20%),Best,0.03431078275281039,0.017069670364629235,0.06030769061786514
