model,dataset,demographics,iteration,auc,metric
Qwen3-Embedding-Scandi-0.6B,welfare,4,7,0.31973307533940587,binary_auc
multilingual-e5-base,rai,Kvinde,4,0.30800497050690007,binary_auc
model2vecdk,welfare,2,6,0.34759652715693284,binary_auc
multilingual-e5-large-instruct,welfare,1,6,0.5676376314176198,binary_auc
xlm-roberta-base,welfare,4,6,0.11875481679769763,binary_auc
Qwen3-Embedding-0.6B,welfare,11,5,0.2982395717637714,binary_auc
potion-base-8M,welfare,2,5,0.18017257578171314,binary_auc
paraphrase-multilingual-mpnet-base-v2,rai,Kvinde,9,0.4250841943541983,binary_auc
static-similarity-mrl-multilingual-v1,welfare,4,1,0.28915431414257314,binary_auc
bge-m3,welfare,1,8,0.5092484650495863,binary_auc
multilingual-e5-large,welfare,2,2,0.42295368602126276,binary_auc
potion-multilingual-128M,rai,Mand,3,0.2895342426040692,binary_auc
xlm-roberta-large,welfare,4,0,0.19572934904744235,binary_auc
potion-multilingual-128M,welfare,11,9,0.45645022858362144,binary_auc
EmbeddingGemma-Scandi-300m,rai,Mand,7,0.3577937158954658,binary_auc
text-embedding-ada-002,welfare,3,3,0.4591486282845541,binary_auc
text-embedding-3-large,welfare,4,1,0.4725149878874234,binary_auc
multilingual-e5-small,welfare,11,4,0.3789667789163835,binary_auc
model2vecdk,welfare,3,1,0.39189634988473104,binary_auc
text-embedding-3-large,welfare,3,0,0.50723096603192,binary_auc
Qwen3-Embedding-0.6B,rai,Kvinde,6,0.17768123113609963,binary_auc
M2V_base_glove,welfare,11,3,0.03950743194731449,binary_auc
Qwen3-Embedding-Scandi-0.6B,welfare,11,6,0.29924758914322946,binary_auc
potion-base-4M,welfare,3,3,0.21193767978431877,binary_auc
M2V_base_glove_subword,welfare,2,8,0.17217056390784943,binary_auc
nb-sbert-base,welfare,11,2,0.49389882650780575,binary_auc
mmBERTscandi-base-embedding,welfare,3,6,0.36877372946035875,binary_auc
LaBSE,welfare,1,0,0.4965820557799468,binary_auc
M2V_base_glove,rai,Mand,0,0.08697383228624682,binary_auc
xlm-roberta-large,rai,Unknown,0,0.1626840426315454,binary_auc
mmBERTscandi-base-embedding,welfare,1,9,0.4242852214499233,binary_auc
static-similarity-mrl-multilingual-v1,welfare,1,9,0.3782760977157064,binary_auc
xlm-roberta-large,welfare,4,6,0.19217528773186052,binary_auc
potion-base-8M,welfare,1,6,0.2266546828764905,binary_auc
LaBSE,rai,Unknown,2,0.3437693218786324,binary_auc
multilingual-e5-small,welfare,3,6,0.36866546770213426,binary_auc
M2V_base_glove,welfare,4,2,0.035518621635044614,binary_auc
EmbeddingGemma-Scandi-300m,welfare,3,6,0.5445319881316778,binary_auc
mxbai-embed-large-v1,rai,Kvinde,1,0.18930984057874403,binary_auc
Qwen3-Embedding-Scandi-0.6B,welfare,2,9,0.2980305027055998,binary_auc
M2V_base_glove_subword,welfare,2,4,0.1595674760445804,binary_auc
M2V_base_glove,rai,Mand,7,0.08601526051204947,binary_auc
bge-m3,welfare,3,9,0.45113873932116033,binary_auc
paraphrase-multilingual-mpnet-base-v2,welfare,1,5,0.6015067890525784,binary_auc
potion-multilingual-128M,welfare,1,1,0.4593376366216086,binary_auc
model2vecdk-stem,welfare,2,5,0.28880614902753227,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,11,6,0.4893808159736668,binary_auc
multilingual-e5-base,welfare,11,0,0.38066636643087937,binary_auc
potion-base-8M,welfare,2,0,0.1879036907564881,binary_auc
potion-base-8M,rai,Unknown,2,0.10896766344982614,binary_auc
LaBSE,welfare,3,4,0.47412493762569685,binary_auc
multilingual-e5-large-instruct,rai,Unknown,8,0.4712335837863447,binary_auc
text-embedding-3-large,welfare,4,7,0.46395047476981355,binary_auc
dfm-sentence-encoder-large,rai,Kvinde,3,0.27991180885179123,binary_auc
EmbeddingGemma-Scandi-300m,rai,Mand,8,0.35368031375269715,binary_auc
potion-base-4M,rai,Unknown,9,0.11779325756700096,binary_auc
EmbeddingGemma-Scandi-300m,rai,Kvinde,2,0.36625339349199704,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,4,3,0.48204274607142517,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,4,0.5256180266783054,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,1,8,0.5330518896131383,binary_auc
potion-base-2M,welfare,4,4,0.21467542169727985,binary_auc
mxbai-embed-large-v1,welfare,3,0,0.20590839072548447,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,1,7,0.5357543978367713,binary_auc
text-embedding-ada-002,welfare,4,4,0.4363443430354193,binary_auc
M2V_base_output,welfare,3,5,0.2053953153850077,binary_auc
text-embedding-3-small,welfare,3,9,0.4822455452215016,binary_auc
multilingual-e5-base,welfare,4,3,0.37011858120221247,binary_auc
text-embedding-3-small,welfare,4,7,0.47870795006376093,binary_auc
multilingual-e5-large-instruct,welfare,11,3,0.5083686743546016,binary_auc
mmBERTscandi-base-embedding,rai,Mand,7,0.3041929666755141,binary_auc
M2V_base_glove_subword,welfare,3,9,0.21289043127820914,binary_auc
M2V_base_output,welfare,1,8,0.22774558635123726,binary_auc
m2v-dfm-large,welfare,11,6,0.3918415088548855,binary_auc
multilingual-e5-large-instruct,welfare,1,8,0.5659357681957534,binary_auc
paraphrase-multilingual-mpnet-base-v2,welfare,3,4,0.549992597966665,binary_auc
Qwen3-Embedding-0.6B,rai,Kvinde,1,0.1754703896927403,binary_auc
multilingual-e5-large-instruct,rai,Unknown,4,0.4799591538874832,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,1,0,0.5337021899035531,binary_auc
nb-sbert-base,welfare,1,9,0.5419030930206975,binary_auc
multilingual-e5-large-instruct,welfare,4,9,0.49508790546148007,binary_auc
Qwen3-Embedding-0.6B,welfare,1,4,0.33827208898392996,binary_auc
potion-base-8M,rai,Kvinde,9,0.13995044211380867,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,3,7,0.46803792002186223,binary_auc
m2v-dfm-large,rai,Unknown,8,0.37464045368475696,binary_auc
potion-base-4M,welfare,11,3,0.24502418778965215,binary_auc
potion-base-8M,welfare,1,7,0.2356531856696422,binary_auc
M2V_base_glove_subword,welfare,2,6,0.16148556460121338,binary_auc
text-embedding-ada-002,rai,Mand,0,0.3446776345816353,binary_auc
model2vecdk,rai,Mand,1,0.2970252715394175,binary_auc
potion-multilingual-128M,welfare,1,3,0.4631459870169492,binary_auc
paraphrase-multilingual-mpnet-base-v2,rai,Mand,6,0.4050874834027996,binary_auc
M2V_base_glove_subword,rai,Mand,8,0.16666409034839316,binary_auc
text-embedding-3-small,welfare,2,1,0.47337506941705826,binary_auc
multilingual-e5-large,welfare,2,6,0.4201795896104537,binary_auc
xlm-roberta-base,welfare,11,6,0.0732774847750043,binary_auc
dfm-sentence-encoder-large,rai,Mand,5,0.2997442217195033,binary_auc
potion-base-4M,welfare,1,6,0.22554705740815456,binary_auc
multilingual-e5-large-instruct,welfare,3,3,0.5416160846764086,binary_auc
M2V_base_glove_subword,welfare,3,2,0.21369993500289694,binary_auc
multilingual-e5-small,rai,Mand,7,0.31616837321894525,binary_auc
M2V_base_glove,welfare,1,1,-0.014960622044351245,binary_auc
static-similarity-mrl-multilingual-v1,welfare,4,3,0.28926382393864297,binary_auc
M2V_base_output,welfare,4,2,0.25883845402290384,binary_auc
nb-sbert-base,welfare,1,7,0.5409691958938526,binary_auc
multilingual-e5-large-instruct,welfare,3,6,0.5416624946552141,binary_auc
Qwen3-Embedding-Scandi-0.6B,welfare,11,7,0.30144271789088706,binary_auc
model2vecdk,rai,Mand,8,0.2980972735030823,binary_auc
dfm-sentence-encoder-large,welfare,4,4,0.3829051701404108,binary_auc
text-embedding-ada-002,welfare,2,3,0.4533106819208675,binary_auc
multilingual-e5-large,welfare,1,2,0.4532940223725582,binary_auc
bge-m3,welfare,11,9,0.4583977474436333,binary_auc
multilingual-e5-large-instruct,welfare,1,9,0.5681720945374905,binary_auc
potion-multilingual-128M,welfare,3,0,0.41446175248392797,binary_auc
m2v-dfm-large,welfare,1,7,0.4428401270236091,binary_auc
EmbeddingGemma-Scandi-300m,rai,Kvinde,4,0.36440670728476426,binary_auc
M2V_base_glove_subword,welfare,3,5,0.20969261360569869,binary_auc
dfm-sentence-encoder-large,welfare,1,0,0.3703152204881546,binary_auc
mmBERTscandi-base-embedding,welfare,3,2,0.3622531880778827,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,2,2,0.5082446824131931,binary_auc
text-embedding-3-small,welfare,1,9,0.5069744473983208,binary_auc
dfm-sentence-encoder-large,welfare,2,0,0.32916050547833337,binary_auc
mxbai-embed-large-v1,rai,Kvinde,3,0.18588418366892015,binary_auc
text-embedding-ada-002,rai,Mand,6,0.35006998897633257,binary_auc
multilingual-e5-large,welfare,3,9,0.4200262759918283,binary_auc
text-embedding-ada-002,welfare,4,0,0.44445728817600505,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,rai,Unknown,2,0.3783950137057445,binary_auc
LaBSE,welfare,4,4,0.40640066244513134,binary_auc
xlm-roberta-large,welfare,1,9,0.15421811450487674,binary_auc
mxbai-embed-large-v1,rai,Kvinde,6,0.18564280311200304,binary_auc
M2V_base_output,rai,Unknown,4,0.1036059895188247,binary_auc
mmBERTscandi-base-embedding,welfare,4,8,0.4023292985009682,binary_auc
m2v-dfm-large,welfare,4,1,0.3702557622968872,binary_auc
m2v-dfm-large,rai,Mand,0,0.34023902348830903,binary_auc
model2vecdk-stem,welfare,3,6,0.34216037908227565,binary_auc
M2V_base_glove,welfare,11,8,0.036754251978673796,binary_auc
xlm-roberta-base,welfare,3,0,0.06604517846075889,binary_auc
M2V_base_glove,welfare,1,5,-0.014155355341345866,binary_auc
potion-multilingual-128M,welfare,1,6,0.4657182894922244,binary_auc
paraphrase-multilingual-mpnet-base-v2,rai,Unknown,5,0.4488982715331321,binary_auc
potion-multilingual-128M,welfare,2,5,0.3492040754464786,binary_auc
nb-sbert-base,rai,Unknown,2,0.3803968075855229,binary_auc
LaBSE,welfare,11,5,0.453031302470225,binary_auc
m2v-dfm-large,rai,Kvinde,8,0.3290693436507335,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,rai,Unknown,6,0.3682143913153045,binary_auc
multilingual-e5-base,rai,Unknown,9,0.38476080655376277,binary_auc
nb-sbert-base,rai,Mand,6,0.37622718055677906,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,4,0,0.4834721227515281,binary_auc
m2v-dfm-large,welfare,11,2,0.3927884361591948,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,11,1,0.48780522506149154,binary_auc
Qwen3-Embedding-0.6B,welfare,11,4,0.29958794922864723,binary_auc
mxbai-embed-large-v1,welfare,4,9,0.1978631230942865,binary_auc
Qwen3-Embedding-0.6B,rai,Unknown,7,0.22574797563495802,binary_auc
M2V_base_glove_subword,welfare,1,4,0.21352386266514956,binary_auc
model2vecdk-stem,welfare,4,9,0.330602225027037,binary_auc
multilingual-e5-large,welfare,4,1,0.4284865494759766,binary_auc
text-embedding-3-small,welfare,3,8,0.48564946162499373,binary_auc
M2V_base_glove,welfare,1,7,-0.01204685817564301,binary_auc
LaBSE,welfare,1,5,0.502102717700311,binary_auc
potion-multilingual-128M,welfare,1,7,0.46548951453366505,binary_auc
text-embedding-3-large,rai,Mand,0,0.4080204170903897,binary_auc
m2v-dfm-large,welfare,11,4,0.3911766849289634,binary_auc
snowflake-arctic-embed-l-v2.0,rai,Kvinde,7,0.37861201181734133,binary_auc
LaBSE,rai,Kvinde,6,0.30512356259452056,binary_auc
potion-base-4M,rai,Kvinde,9,0.13374072966721198,binary_auc
potion-multilingual-128M,rai,Mand,8,0.28906533952355906,binary_auc
potion-base-8M,welfare,4,8,0.2814945276937789,binary_auc
Qwen3-Embedding-Scandi-0.6B,rai,Mand,5,0.3023605558567952,binary_auc
xlm-roberta-base,welfare,2,6,0.05734283645205174,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,9,0.5224676133575082,binary_auc
potion-multilingual-128M,rai,Unknown,3,0.2822775207765865,binary_auc
M2V_base_glove_subword,welfare,1,3,0.21005224841594686,binary_auc
paraphrase-multilingual-mpnet-base-v2,rai,Mand,2,0.40373066479111136,binary_auc
xlm-roberta-base,welfare,4,4,0.11564070708636755,binary_auc
multilingual-e5-base,welfare,1,1,0.43178976945225717,binary_auc
LaBSE,rai,Unknown,6,0.3397841123534587,binary_auc
LaBSE,welfare,11,2,0.45478397903639217,binary_auc
paraphrase-multilingual-mpnet-base-v2,welfare,3,9,0.5543448468445406,binary_auc
xlm-roberta-base,welfare,2,8,0.055046477665167834,binary_auc
text-embedding-ada-002,rai,Unknown,7,0.4241785702820099,binary_auc
mxbai-embed-large-v1,rai,Unknown,6,0.2350342442603256,binary_auc
xlm-roberta-base,welfare,3,2,0.07031466104681551,binary_auc
multilingual-e5-large,rai,Unknown,8,0.3886693188812674,binary_auc
multilingual-e5-base,welfare,11,6,0.37294831687705726,binary_auc
multilingual-e5-large-instruct,rai,Unknown,0,0.48126669797812216,binary_auc
bge-m3,welfare,1,7,0.5078031864933258,binary_auc
paraphrase-multilingual-mpnet-base-v2,welfare,3,8,0.5491991284015826,binary_auc
mmBERTscandi-base-embedding,welfare,2,0,0.3649468738707853,binary_auc
bge-m3,welfare,11,3,0.4520976963834738,binary_auc
static-similarity-mrl-multilingual-v1,rai,Unknown,6,0.2926692267703581,binary_auc
mxbai-embed-large-v1,rai,Unknown,0,0.23903934038337632,binary_auc
xlm-roberta-base,welfare,4,9,0.11450733087512623,binary_auc
LaBSE,welfare,3,5,0.4746852611845005,binary_auc
Qwen3-Embedding-0.6B,rai,Kvinde,7,0.17403190250819406,binary_auc
multilingual-e5-base,rai,Unknown,8,0.37000693928037565,binary_auc
static-similarity-mrl-multilingual-v1,rai,Mand,9,0.2572914151893094,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,11,3,0.48849277820957565,binary_auc
multilingual-e5-large-instruct,welfare,2,4,0.5421998263937531,binary_auc
model2vecdk-stem,welfare,4,7,0.3324717698052306,binary_auc
M2V_base_output,welfare,2,2,0.1640708965286433,binary_auc
potion-multilingual-128M,rai,Unknown,2,0.2824009107634144,binary_auc
M2V_base_glove_subword,welfare,1,8,0.21363084915542216,binary_auc
xlm-roberta-base,welfare,1,8,0.09255172885239417,binary_auc
multilingual-e5-large-instruct,welfare,2,2,0.5408875516808247,binary_auc
model2vecdk,welfare,3,9,0.38769388093258356,binary_auc
EmbeddingGemma-Scandi-300m,welfare,1,7,0.5104126410308392,binary_auc
paraphrase-multilingual-mpnet-base-v2,welfare,3,3,0.5489558466710533,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,rai,Unknown,4,0.37382006460843004,binary_auc
EmbeddingGemma-Scandi-300m,welfare,2,0,0.4759857954742262,binary_auc
text-embedding-3-large,welfare,1,0,0.5425149616303194,binary_auc
dfm-sentence-encoder-large,welfare,1,2,0.3653832826149706,binary_auc
xlm-roberta-large,rai,Kvinde,5,0.14195418748156127,binary_auc
text-embedding-3-large,rai,Kvinde,8,0.41209913712408514,binary_auc
multilingual-e5-base,rai,Kvinde,0,0.3087232614253973,binary_auc
static-similarity-mrl-multilingual-v1,welfare,2,4,0.3279976858480063,binary_auc
M2V_base_output,welfare,3,8,0.2053147989881828,binary_auc
multilingual-e5-small,welfare,1,4,0.42742685138332015,binary_auc
M2V_base_output,welfare,11,7,0.23872156049235843,binary_auc
multilingual-e5-large-instruct,rai,Kvinde,8,0.43891807835829244,binary_auc
mxbai-embed-large-v1,welfare,1,5,0.25267776141314036,binary_auc
text-embedding-3-small,welfare,11,8,0.47051443169012935,binary_auc
M2V_base_glove,rai,Unknown,1,0.02691980050024316,binary_auc
M2V_base_glove,welfare,3,4,-0.00005631912213073835,binary_auc
EmbeddingGemma-Scandi-300m,rai,Unknown,3,0.3851278164904652,binary_auc
xlm-roberta-large,rai,Unknown,9,0.15083341781421075,binary_auc
bge-m3,welfare,1,2,0.5122208014606165,binary_auc
xlm-roberta-base,welfare,11,9,0.06735277565388191,binary_auc
text-embedding-3-large,welfare,4,3,0.4616047394555412,binary_auc
mmBERTscandi-base-embedding,rai,Unknown,9,0.39031670969784016,binary_auc
text-embedding-ada-002,welfare,4,9,0.43974703948241917,binary_auc
m2v-dfm-large,welfare,3,1,0.4179438372269322,binary_auc
text-embedding-3-small,welfare,4,1,0.4829605829972561,binary_auc
M2V_base_output,rai,Mand,9,0.15905537662552374,binary_auc
M2V_base_glove,welfare,11,1,0.03333570749446819,binary_auc
EmbeddingGemma-Scandi-300m,rai,Kvinde,6,0.36399326902576196,binary_auc
model2vecdk,welfare,11,2,0.41880508707163455,binary_auc
text-embedding-ada-002,rai,Unknown,5,0.451335497588215,binary_auc
static-similarity-mrl-multilingual-v1,welfare,11,7,0.3397163356050802,binary_auc
text-embedding-3-small,rai,Unknown,7,0.362658711611563,binary_auc
model2vecdk,rai,Unknown,8,0.3453829763565832,binary_auc
text-embedding-3-small,welfare,4,9,0.48348296701930793,binary_auc
potion-base-8M,welfare,2,1,0.17968315125793843,binary_auc
dfm-sentence-encoder-large,welfare,1,8,0.3654016822138708,binary_auc
multilingual-e5-base,rai,Unknown,1,0.3938210087816784,binary_auc
text-embedding-3-small,welfare,3,3,0.479804320026575,binary_auc
static-similarity-mrl-multilingual-v1,rai,Kvinde,2,0.22877068971579131,binary_auc
bge-m3,rai,Unknown,8,0.39589553489543616,binary_auc
M2V_base_glove_subword,rai,Unknown,8,0.13484435509555384,binary_auc
Qwen3-Embedding-Scandi-0.6B,rai,Unknown,8,0.3949114509235876,binary_auc
m2v-dfm-large,rai,Kvinde,2,0.3291340722567423,binary_auc
Qwen3-Embedding-Scandi-0.6B,welfare,1,8,0.3705774334122442,binary_auc
mmBERTscandi-base-embedding,welfare,11,0,0.3867179006674395,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,1,6,0.573421292130462,binary_auc
mmBERTscandi-base-embedding,rai,Mand,9,0.307866808184546,binary_auc
static-similarity-mrl-multilingual-v1,welfare,1,4,0.37839446161469864,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,4,0,0.5252693522904569,binary_auc
potion-base-2M,rai,Unknown,3,0.12491910949375956,binary_auc
multilingual-e5-base,welfare,2,9,0.3871327581455034,binary_auc
M2V_base_glove_subword,rai,Kvinde,5,0.13726251955540567,binary_auc
model2vecdk,welfare,11,4,0.4133228053610461,binary_auc
xlm-roberta-base,rai,Kvinde,4,0.16689623140298804,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,6,0.5198048721953159,binary_auc
Qwen3-Embedding-Scandi-0.6B,welfare,2,6,0.30910725761438085,binary_auc
m2v-dfm-large,welfare,3,3,0.42356504793355293,binary_auc
nb-sbert-base,rai,Unknown,7,0.38803350806011766,binary_auc
text-embedding-3-small,welfare,4,3,0.4864510651162997,binary_auc
mxbai-embed-large-v1,rai,Kvinde,9,0.18750768148178398,binary_auc
model2vecdk,rai,Unknown,2,0.3222073382764312,binary_auc
text-embedding-ada-002,rai,Mand,4,0.35161216841696175,binary_auc
potion-base-2M,rai,Kvinde,5,0.12437764640129957,binary_auc
potion-multilingual-128M,welfare,2,0,0.3503485652748113,binary_auc
potion-base-4M,rai,Mand,8,0.16607270985976819,binary_auc
potion-base-2M,welfare,2,4,0.1631895463964612,binary_auc
M2V_base_glove,welfare,3,3,0.003005709633915486,binary_auc
multilingual-e5-large,rai,Mand,9,0.32243635999703035,binary_auc
text-embedding-3-small,welfare,2,8,0.4740273647868305,binary_auc
potion-base-2M,rai,Kvinde,9,0.12505786890683537,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,1,9,0.532316705258327,binary_auc
LaBSE,rai,Mand,4,0.31861412980993525,binary_auc
model2vecdk,welfare,4,3,0.3841642694158691,binary_auc
snowflake-arctic-embed-l-v2.0,rai,Unknown,3,0.43539256995051917,binary_auc
mxbai-embed-large-v1,welfare,1,6,0.25058058676449185,binary_auc
mmBERTscandi-base-embedding,rai,Mand,8,0.30503314739579274,binary_auc
potion-multilingual-128M,welfare,4,5,0.4284775651529636,binary_auc
paraphrase-multilingual-mpnet-base-v2,rai,Mand,0,0.4056100299262789,binary_auc
paraphrase-multilingual-mpnet-base-v2,welfare,2,2,0.5302214600789642,binary_auc
static-similarity-mrl-multilingual-v1,rai,Kvinde,0,0.2292933349678151,binary_auc
multilingual-e5-small,welfare,1,6,0.42772493062875583,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,11,9,0.49194698295858696,binary_auc
EmbeddingGemma-Scandi-300m,rai,Mand,4,0.3573633904496015,binary_auc
xlm-roberta-large,welfare,4,1,0.18880508170591057,binary_auc
text-embedding-ada-002,rai,Unknown,6,0.43032530397808116,binary_auc
potion-base-8M,welfare,1,8,0.22815074843444536,binary_auc
multilingual-e5-large,rai,Mand,3,0.3269765335618789,binary_auc
multilingual-e5-large,welfare,1,8,0.44901767452832575,binary_auc
xlm-roberta-large,welfare,1,6,0.14893426665759188,binary_auc
text-embedding-ada-002,welfare,2,2,0.4598418626875882,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,2,3,0.5126059002230355,binary_auc
multilingual-e5-large-instruct,rai,Unknown,2,0.46950926227772316,binary_auc
M2V_base_output,rai,Kvinde,2,0.13018205413736325,binary_auc
m2v-dfm-large,welfare,11,5,0.39137692645261507,binary_auc
text-embedding-ada-002,welfare,1,5,0.5419429685695304,binary_auc
xlm-roberta-large,welfare,11,6,0.14400964740514396,binary_auc
model2vecdk-stem,welfare,2,0,0.2946267778804284,binary_auc
potion-multilingual-128M,welfare,2,8,0.3469257688641786,binary_auc
text-embedding-3-small,welfare,3,6,0.48806787950517094,binary_auc
potion-base-2M,welfare,4,2,0.21555088272092748,binary_auc
potion-base-4M,welfare,4,2,0.2705064697458748,binary_auc
M2V_base_output,welfare,11,8,0.23853219606960652,binary_auc
potion-base-2M,welfare,4,9,0.2129351060731496,binary_auc
text-embedding-ada-002,welfare,3,0,0.45667185371316105,binary_auc
text-embedding-3-large,welfare,4,2,0.46765351968736896,binary_auc
potion-base-4M,welfare,3,9,0.21327952466840883,binary_auc
M2V_base_glove_subword,rai,Mand,2,0.16765455971523702,binary_auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,4,8,0.531832353774687,binary_auc
text-embedding-3-small,welfare,3,4,0.4872120124456228,binary_auc
Qwen3-Embedding-0.6B,welfare,1,6,0.34981827598699217,binary_auc
bge-m3,welfare,4,2,0.44146314020503646,binary_auc
potion-multilingual-128M,welfare,2,1,0.35220468448515213,binary_auc
nb-sbert-base,welfare,4,7,0.4861854588938712,binary_auc
xlm-roberta-large,welfare,1,4,0.1488156942750116,binary_auc
model2vecdk,welfare,11,1,0.416920656169437,binary_auc
potion-base-2M,rai,Mand,1,0.1488123480098889,binary_auc
potion-base-4M,welfare,2,6,0.1807381686611602,binary_auc
text-embedding-ada-002,rai,Mand,9,0.3520540137533087,binary_auc
snowflake-arctic-embed-l-v2.0,rai,Unknown,9,0.42069202214645335,binary_auc
model2vecdk-stem,welfare,11,9,0.4045273919042195,binary_auc
potion-base-8M,welfare,4,3,0.2803076833827952,binary_auc
snowflake-arctic-embed-l-v2.0,rai,Kvinde,3,0.37736560716126727,binary_auc
multilingual-e5-large-instruct,rai,Mand,2,0.4117392503025894,binary_auc
potion-base-4M,welfare,11,4,0.23420563223394744,binary_auc
dfm-sentence-encoder-large,welfare,3,9,0.3681360052589874,binary_auc
text-embedding-3-small,rai,Mand,5,0.3127948272056651,binary_auc
mxbai-embed-large-v1,rai,Mand,4,0.22237256709671405,binary_auc
xlm-roberta-large,welfare,4,3,0.1950665713996088,binary_auc
dfm-sentence-encoder-large,welfare,3,4,0.36644452959492513,binary_auc
potion-base-8M,rai,Mand,3,0.1646381554170546,binary_auc
bge-m3,welfare,4,1,0.447686220801549,binary_auc
M2V_base_output,welfare,3,1,0.20926695460626413,binary_auc
m2v-dfm-large,welfare,2,2,0.356658467752448,binary_auc
potion-base-8M,rai,Kvinde,5,0.13786169053452324,binary_auc
Qwen3-Embedding-0.6B,rai,Unknown,4,0.2381785547997101,binary_auc
bge-m3,welfare,3,8,0.45376498219558,binary_auc
Qwen3-Embedding-0.6B,welfare,2,8,0.3040114102206343,binary_auc
Qwen3-Embedding-Scandi-0.6B,welfare,2,0,0.3009110192034859,binary_auc
nb-sbert-base,rai,Unknown,6,0.39518068444630905,binary_auc
Qwen3-Embedding-0.6B,rai,Kvinde,8,0.1785536551705108,binary_auc
Qwen3-Embedding-0.6B,rai,Unknown,9,0.22675845093494457,binary_auc
text-embedding-3-large,welfare,1,6,0.5454787963383475,binary_auc
xlm-roberta-base,rai,Kvinde,9,0.17253392805863663,binary_auc
multilingual-e5-large,welfare,3,2,0.4240002064646158,binary_auc
nb-sbert-base,welfare,2,8,0.4861264444448254,binary_auc
xlm-roberta-base,welfare,3,8,0.0617544212693335,binary_auc
model2vecdk-stem,rai,Kvinde,1,0.3111497246407382,binary_auc
bge-m3,welfare,2,1,0.47972158807796655,binary_auc
M2V_base_glove_subword,welfare,3,4,0.2153365356091803,binary_auc
model2vecdk-stem,welfare,2,4,0.28942080442821083,binary_auc
text-embedding-3-small,rai,Mand,7,0.31224212153029346,binary_auc
multilingual-e5-small,rai,Kvinde,9,0.2971614464040029,binary_auc
snowflake-arctic-embed-l-v2.0,rai,Mand,3,0.35798590614616793,binary_auc
dfm-sentence-encoder-large,rai,Kvinde,9,0.27746989649056025,binary_auc
potion-base-2M,welfare,1,6,0.18607767598805702,binary_auc
potion-multilingual-128M,rai,Kvinde,4,0.2699200325860047,binary_auc
bge-m3,welfare,3,4,0.4496210353084554,binary_auc
potion-multilingual-128M,welfare,11,4,0.4520932038986093,binary_auc
Qwen3-Embedding-Scandi-0.6B,rai,Mand,6,0.3036636289853,binary_auc
mxbai-embed-large-v1,welfare,2,0,0.18635773557074622,binary_auc
multilingual-e5-large-instruct,welfare,1,4,0.5689185401792606,binary_auc
xlm-roberta-base,welfare,4,8,0.10476660920694218,binary_auc
m2v-dfm-large,welfare,4,3,0.37237496934951175,binary_auc
xlm-roberta-base,welfare,2,4,0.058498058617219545,binary_auc
model2vecdk-stem,welfare,4,6,0.33433970017229186,binary_auc
xlm-roberta-large,welfare,3,4,0.18099107652471597,binary_auc
text-embedding-3-small,welfare,3,2,0.4817650193802205,binary_auc
M2V_base_output,welfare,3,2,0.20923711755509203,binary_auc
snowflake-arctic-embed-l-v2.0,rai,Unknown,7,0.4317150891280718,binary_auc
multilingual-e5-small,welfare,3,4,0.36821873180877485,binary_auc
EmbeddingGemma-Scandi-300m,welfare,4,6,0.5173569730036534,binary_auc
potion-base-2M,welfare,2,6,0.16057559295557416,binary_auc
multilingual-e5-small,welfare,11,0,0.3753798797534692,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,1,3,0.5376711640693886,binary_auc
snowflake-arctic-embed-l-v2.0,rai,Kvinde,1,0.38019225075423824,binary_auc
M2V_base_glove_subword,rai,Mand,5,0.1638677579930398,binary_auc
Qwen3-Embedding-Scandi-0.6B,rai,Unknown,1,0.3921300629862875,binary_auc
m2v-dfm-large,welfare,3,8,0.4173239569367107,binary_auc
snowflake-arctic-embed-l-v2.0,welfare,11,0,0.48282888153665565,binary_auc
Qwen3-Embedding-0.6B,rai,Kvinde,9,0.17888805063659283,binary_auc
bge-m3,welfare,11,1,0.455488171718671,binary_auc
potion-base-4M,rai,Unknown,1,0.12687295434240856,binary_auc
multilingual-e5-large-instruct,rai,Kvinde,1,0.43711411183293036,binary_auc
EmbeddingGemma-Scandi-300m,rai,Kvinde,7,0.36421325929935816,binary_auc
