model,dataset,demographics,iteration,auc
paraphrase-multilingual-MiniLM-L12-v2,welfare,2,9,0.4843521165996885
multilingual-e5-large-instruct,welfare,2,3,0.5136930054685642
dfm-sentence-encoder-large,welfare,2,7,0.30389493268873724
snowflake-arctic-embed-l-v2.0,rai,Unknown,0,0.41365899755515706
M2V_base_glove,rai,Unknown,3,0.013390502456977533
xlm-roberta-large,welfare,3,1,0.1582986385102938
paraphrase-multilingual-mpnet-base-v2,welfare,3,0,0.5262613625413859
paraphrase-multilingual-mpnet-base-v2,rai,Mand,3,0.3844731903354149
static-similarity-mrl-multilingual-v1,rai,Mand,3,0.24072542114245055
M2V_base_output,rai,Kvinde,6,0.11464287019452178
multilingual-e5-large,welfare,3,9,0.4022534636424945
potion-base-8M,welfare,3,0,0.2065443297970986
LaBSE,rai,Unknown,6,0.3296797763416196
text-embedding-3-small,welfare,2,3,0.45165196914595623
M2V_base_glove_subword,welfare,11,2,0.23861480682054514
M2V_base_output,rai,Unknown,4,0.10861213521874222
static-similarity-mrl-multilingual-v1,welfare,1,5,0.36169588599707125
mmBERTscandi-base-embedding,welfare,11,3,0.3645514099072843
mmBERTscandi-base-embedding,welfare,4,1,0.3925824943733416
nb-sbert-base,welfare,1,9,0.5158407500757279
M2V_base_output,welfare,1,7,0.20248113197899187
model2vecdk,welfare,2,6,0.3244535247139054
text-embedding-3-small,welfare,4,4,0.4754536168347084
multilingual-e5-base,welfare,3,5,0.3698007216003626
snowflake-arctic-embed-l-v2.0,welfare,11,0,0.46619572646739244
M2V_base_glove_subword,welfare,1,2,0.20642838905731287
LaBSE,rai,Mand,5,0.30783680071793146
M2V_base_glove,welfare,11,9,0.032220726945226714
LaBSE,welfare,1,2,0.48179875079218404
text-embedding-3-large,welfare,2,8,0.4712929686921422
mxbai-embed-large-v1,rai,Kvinde,6,0.1749774625298766
model2vecdk,welfare,11,2,0.41231519355608
mmBERTscandi-base-embedding,rai,Unknown,0,0.3535158871591509
M2V_base_glove,welfare,3,3,-0.01490351004847153
Qwen3-Embedding-Scandi-0.6B,rai,Unknown,9,0.3859997307425447
mxbai-embed-large-v1,welfare,4,3,0.176821899932705
LaBSE,rai,Mand,3,0.30549683062351457
M2V_base_output,welfare,4,5,0.25633208494531834
mmBERTscandi-base-embedding,rai,Mand,9,0.28665784792543997
M2V_base_output,welfare,1,1,0.2073334589510946
Qwen3-Embedding-Scandi-0.6B,welfare,1,9,0.35845564598217067
M2V_base_glove_subword,rai,Mand,0,0.14438308436923925
potion-multilingual-128M,rai,Unknown,6,0.2674626009825482
snowflake-arctic-embed-l-v2.0,rai,Kvinde,1,0.35724263548665663
LaBSE,welfare,3,3,0.45329591295215166
potion-multilingual-128M,welfare,4,1,0.40913659766883137
LaBSE,welfare,11,4,0.4381826559192161
paraphrase-multilingual-mpnet-base-v2,welfare,11,3,0.544383038253566
Qwen3-Embedding-Scandi-0.6B,rai,Mand,3,0.28045572908903604
static-similarity-mrl-multilingual-v1,welfare,4,6,0.27509951050424547
paraphrase-multilingual-mpnet-base-v2,rai,Unknown,4,0.424807619480797
potion-multilingual-128M,rai,Kvinde,7,0.2526160559203671
nb-sbert-base,rai,Kvinde,4,0.35534821910591624
Qwen3-Embedding-Scandi-0.6B,welfare,2,0,0.2887791267148845
static-similarity-mrl-multilingual-v1,welfare,3,1,0.32468670402100536
M2V_base_glove,welfare,4,1,0.03636287105172911
paraphrase-multilingual-MiniLM-L12-v2,welfare,11,8,0.5162367511560318
multilingual-e5-base,welfare,3,1,0.37314910816993385
bge-m3,rai,Unknown,8,0.3745941416946209
model2vecdk-stem,welfare,4,8,0.31932061868369777
snowflake-arctic-embed-l-v2.0,welfare,3,7,0.45481289487668164
M2V_base_output,welfare,1,2,0.2173005256055352
potion-base-8M,rai,Mand,0,0.15444380561090043
snowflake-arctic-embed-l-v2.0,rai,Kvinde,2,0.3581218764574057
model2vecdk,welfare,2,4,0.32116206390393437
potion-base-8M,rai,Kvinde,0,0.12647755071892816
LaBSE,welfare,3,8,0.45338612600747524
model2vecdk,rai,Mand,0,0.27695522452468757
multilingual-e5-base,welfare,11,9,0.3551352327978066
paraphrase-multilingual-mpnet-base-v2,rai,Unknown,9,0.4349481386743173
bge-m3,welfare,4,5,0.4244626756644733
multilingual-e5-small,rai,Unknown,9,0.32176615368931444
potion-base-8M,welfare,3,5,0.21337810848407796
EmbeddingGemma-Scandi-300m,rai,Unknown,4,0.39357606400955114
text-embedding-3-large,welfare,2,0,0.46993703736028986
snowflake-arctic-embed-l-v2.0,rai,Mand,2,0.3376524075056457
dfm-sentence-encoder-large,rai,Unknown,8,0.33163654384755037
text-embedding-3-small,welfare,11,2,0.44827373405164794
potion-base-8M,rai,Unknown,3,0.09066020557249244
text-embedding-3-large,rai,Mand,3,0.39240457270161444
static-similarity-mrl-multilingual-v1,welfare,2,3,0.3061630437628061
multilingual-e5-small,welfare,4,3,0.3431720755605763
model2vecdk-stem,welfare,1,5,0.3356297637948314
multilingual-e5-large-instruct,rai,Kvinde,9,0.4203427648461169
m2v-dfm-large,welfare,3,1,0.40579918071094273
paraphrase-multilingual-mpnet-base-v2,welfare,11,9,0.5498284688868946
text-embedding-3-large,welfare,2,7,0.4669525527075646
multilingual-e5-large,welfare,11,2,0.40136945007616875
mmBERTscandi-base-embedding,welfare,4,5,0.3903363628534809
bge-m3,welfare,11,2,0.44208084107054957
Qwen3-Embedding-Scandi-0.6B,welfare,3,6,0.2856695520508874
m2v-dfm-large,welfare,2,3,0.3324744990753689
M2V_base_output,rai,Kvinde,3,0.11514360078735439
dfm-sentence-encoder-large,rai,Kvinde,8,0.26047595768905446
paraphrase-multilingual-MiniLM-L12-v2,welfare,4,9,0.5064141644970266
text-embedding-ada-002,rai,Unknown,4,0.4050418290537324
mmBERTscandi-base-embedding,rai,Kvinde,9,0.28406268478741503
potion-base-8M,welfare,1,5,0.2115647044845178
Qwen3-Embedding-Scandi-0.6B,welfare,11,9,0.27313602974304857
model2vecdk-stem,welfare,1,6,0.3362521634195376
text-embedding-3-large,welfare,4,2,0.4370300918185539
dfm-sentence-encoder-large,welfare,2,1,0.30583324034829523
snowflake-arctic-embed-l-v2.0,welfare,4,6,0.45788921826344525
multilingual-e5-large,welfare,2,8,0.40022348558129633
mmBERTscandi-base-embedding,welfare,1,2,0.4057359116273184
text-embedding-ada-002,welfare,2,6,0.4345115861140648
paraphrase-multilingual-mpnet-base-v2,welfare,3,9,0.5266571722503655
model2vecdk-stem,welfare,2,6,0.27307015451332045
potion-multilingual-128M,welfare,11,8,0.42764729188188416
mxbai-embed-large-v1,rai,Unknown,9,0.27381793068477117
mxbai-embed-large-v1,rai,Kvinde,8,0.1789916238796574
bge-m3,welfare,2,9,0.4615461097441736
potion-base-8M,welfare,11,1,0.23579925960604953
text-embedding-ada-002,welfare,4,4,0.41608898035183123
text-embedding-3-large,welfare,11,2,0.47652966229404753
text-embedding-3-small,rai,Mand,2,0.2975397716983156
mmBERTscandi-base-embedding,welfare,2,7,0.35239697706010964
Qwen3-Embedding-Scandi-0.6B,welfare,4,8,0.30480610505059125
potion-multilingual-128M,welfare,1,4,0.4366320276354418
multilingual-e5-large-instruct,welfare,2,1,0.5129220228257805
paraphrase-multilingual-MiniLM-L12-v2,welfare,2,0,0.48865544435685115
model2vecdk,welfare,4,1,0.36938613613201593
nb-sbert-base,rai,Kvinde,6,0.3570238175366185
paraphrase-multilingual-mpnet-base-v2,rai,Kvinde,4,0.4063465459368215
snowflake-arctic-embed-l-v2.0,welfare,2,5,0.48407791103704306
paraphrase-multilingual-MiniLM-L12-v2,welfare,1,3,0.5472723275606541
M2V_base_output,welfare,3,1,0.19295939568597087
EmbeddingGemma-Scandi-300m,rai,Unknown,9,0.37737016540763874
dfm-sentence-encoder-large,rai,Kvinde,6,0.2621406460357363
model2vecdk-stem,welfare,3,8,0.321911387954886
paraphrase-multilingual-mpnet-base-v2,welfare,3,2,0.5200866499277796
m2v-dfm-large,rai,Mand,2,0.32768902312739717
nb-sbert-base,rai,Kvinde,5,0.3559674225820483
EmbeddingGemma-Scandi-300m,welfare,11,4,0.5139142600000545
text-embedding-ada-002,welfare,11,9,0.4338587836850138
model2vecdk-stem,welfare,11,3,0.3811973110442804
static-similarity-mrl-multilingual-v1,rai,Kvinde,0,0.21417775129873215
potion-multilingual-128M,welfare,4,9,0.4078852398845995
xlm-roberta-large,rai,Mand,9,0.1275350381530903
multilingual-e5-large-instruct,welfare,2,5,0.5093560432016754
potion-multilingual-128M,welfare,11,2,0.4249813206194127
M2V_base_glove,rai,Kvinde,4,0.016069670244435234
nb-sbert-base,rai,Unknown,0,0.38361248258329556
snowflake-arctic-embed-l-v2.0,rai,Mand,5,0.33677870170635166
M2V_base_glove_subword,welfare,3,7,0.194546063771193
EmbeddingGemma-Scandi-300m,rai,Unknown,1,0.39799964420902006
snowflake-arctic-embed-l-v2.0,rai,Mand,6,0.33702134441515114
LaBSE,rai,Mand,9,0.3040720215351433
model2vecdk-stem,rai,Unknown,8,0.3262149592809861
mmBERTscandi-base-embedding,rai,Kvinde,1,0.28469814152611617
bge-m3,welfare,11,4,0.4458910058508676
Qwen3-Embedding-0.6B,welfare,2,5,0.2945094116438456
bge-m3,welfare,11,6,0.437451634032977
multilingual-e5-large-instruct,rai,Mand,9,0.38508417921230964
LaBSE,welfare,2,1,0.42672009473681827
text-embedding-ada-002,welfare,3,1,0.4380062826288383
paraphrase-multilingual-mpnet-base-v2,rai,Unknown,1,0.42879653691745373
potion-multilingual-128M,rai,Kvinde,6,0.25146545724101793
potion-base-4M,welfare,11,7,0.22457619486781014
model2vecdk,rai,Kvinde,0,0.2912571767690864
potion-multilingual-128M,welfare,3,7,0.3939401483138031
M2V_base_output,welfare,4,9,0.25182063930812587
Qwen3-Embedding-0.6B,welfare,4,5,0.2009853999549804
M2V_base_glove_subword,welfare,4,9,0.24467812390897536
M2V_base_glove_subword,rai,Unknown,0,0.10355680828655588
multilingual-e5-large,rai,Mand,9,0.3040623661922661
mmBERTscandi-base-embedding,welfare,4,4,0.3851961455523003
multilingual-e5-small,welfare,3,8,0.3490027867203069
nb-sbert-base,welfare,3,8,0.4775781819319476
LaBSE,welfare,2,8,0.41846226662801395
m2v-dfm-large,rai,Kvinde,3,0.3132206828232078
M2V_base_glove,rai,Mand,4,0.07591473576383358
M2V_base_glove,welfare,1,3,-0.016114083579276916
xlm-roberta-base,rai,Kvinde,6,0.1609687017863951
m2v-dfm-large,welfare,4,3,0.36556486124111076
model2vecdk-stem,rai,Kvinde,6,0.2896165731765767
bge-m3,rai,Mand,8,0.3164080050838311
EmbeddingGemma-Scandi-300m,welfare,2,3,0.4613748176084352
paraphrase-multilingual-mpnet-base-v2,welfare,1,2,0.5721109368387461
potion-base-2M,welfare,3,2,0.17602122694900094
potion-base-4M,welfare,4,0,0.25664939083989763
M2V_base_glove,welfare,3,2,-0.009215404714433273
static-similarity-mrl-multilingual-v1,welfare,11,7,0.3301656303263076
Qwen3-Embedding-0.6B,welfare,11,2,0.28497240121464656
model2vecdk,welfare,3,3,0.37815347366893515
bge-m3,welfare,4,3,0.4305765558218429
multilingual-e5-small,welfare,3,1,0.3494039967726072
static-similarity-mrl-multilingual-v1,welfare,4,3,0.26534920163823145
LaBSE,welfare,2,3,0.4275473122382117
M2V_base_output,welfare,3,5,0.1971382861055411
Qwen3-Embedding-Scandi-0.6B,rai,Kvinde,1,0.2859314310032079
potion-base-2M,welfare,11,2,0.2070994108382255
static-similarity-mrl-multilingual-v1,welfare,3,7,0.32784894880427656
model2vecdk-stem,rai,Unknown,0,0.32958607192210576
dfm-sentence-encoder-large,welfare,4,2,0.36175192239523346
paraphrase-multilingual-mpnet-base-v2,welfare,11,5,0.5462269693673054
nb-sbert-base,rai,Unknown,3,0.39129488466682877
xlm-roberta-large,welfare,11,9,0.12079909715141211
text-embedding-ada-002,welfare,2,4,0.4374157682165643
potion-base-8M,rai,Mand,3,0.14852578327017296
model2vecdk,welfare,3,7,0.38299020900108793
text-embedding-3-small,welfare,1,5,0.4942201344674807
M2V_base_glove_subword,rai,Mand,3,0.1472211412818982
paraphrase-multilingual-MiniLM-L12-v2,rai,Mand,6,0.32829191788989964
model2vecdk-stem,welfare,3,9,0.3170670444705108
potion-base-8M,welfare,2,2,0.16484359280425492
m2v-dfm-large,rai,Mand,7,0.32425139753836474
paraphrase-multilingual-MiniLM-L12-v2,welfare,11,0,0.520751900066626
multilingual-e5-base,rai,Mand,1,0.28659438564401857
potion-base-4M,welfare,2,2,0.16594828527365998
text-embedding-3-large,rai,Kvinde,3,0.3928966720725205
mmBERTscandi-base-embedding,welfare,1,4,0.4113350241086184
text-embedding-3-large,rai,Mand,9,0.39159235940800696
M2V_base_output,welfare,2,1,0.16283608385564935
paraphrase-multilingual-MiniLM-L12-v2,rai,Kvinde,2,0.34396232715323144
static-similarity-mrl-multilingual-v1,welfare,11,0,0.33420782184063086
dfm-sentence-encoder-large,welfare,3,6,0.3487178998980636
text-embedding-3-small,rai,Kvinde,1,0.3307601257606652
mxbai-embed-large-v1,welfare,11,8,0.23145740185315147
dfm-sentence-encoder-large,welfare,1,1,0.34364508828206836
snowflake-arctic-embed-l-v2.0,welfare,2,7,0.4842987026891285
multilingual-e5-base,welfare,4,7,0.34946510855128693
potion-base-8M,welfare,11,2,0.2390711205625389
nb-sbert-base,welfare,11,7,0.47937347790086376
potion-base-8M,welfare,4,7,0.2556479150729118
potion-base-4M,welfare,2,5,0.16493321911041173
model2vecdk-stem,welfare,2,0,0.27419288117186796
potion-multilingual-128M,welfare,3,8,0.392729032674646
model2vecdk-stem,welfare,3,0,0.328998461651135
Qwen3-Embedding-0.6B,welfare,11,5,0.28295491381845095
potion-base-2M,rai,Kvinde,8,0.11181703249391672
text-embedding-ada-002,rai,Mand,3,0.3245385945342197
M2V_base_glove,welfare,3,0,-0.015006794739998624
xlm-roberta-large,rai,Unknown,3,0.15071845124336936
model2vecdk-stem,rai,Unknown,5,0.3148113813038495
Qwen3-Embedding-0.6B,rai,Unknown,6,0.21804660459971384
text-embedding-3-small,welfare,3,1,0.4576682939851636
LaBSE,rai,Mand,4,0.3041687721470617
multilingual-e5-small,welfare,3,7,0.3574226913038759
mxbai-embed-large-v1,welfare,2,0,0.1832248807315352
text-embedding-ada-002,welfare,1,6,0.5114511667588993
nb-sbert-base,rai,Unknown,9,0.3884753937735519
snowflake-arctic-embed-l-v2.0,welfare,4,8,0.4577819843784432
multilingual-e5-base,welfare,11,0,0.35512138574224034
multilingual-e5-large-instruct,rai,Unknown,4,0.4519440972843872
multilingual-e5-base,welfare,1,4,0.40524716400668254
M2V_base_glove,welfare,3,9,-0.012229572863050249
bge-m3,welfare,11,0,0.4409721378991438
M2V_base_glove_subword,rai,Unknown,3,0.07991267757894986
nb-sbert-base,welfare,4,1,0.4755406171601107
mxbai-embed-large-v1,welfare,11,4,0.2287707482464694
potion-base-2M,welfare,11,0,0.20782972423988114
text-embedding-3-large,welfare,11,1,0.4770869591054877
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,9,0.49338724301599335
EmbeddingGemma-Scandi-300m,rai,Unknown,6,0.3909412998789222
LaBSE,rai,Kvinde,9,0.2871891528374357
potion-base-4M,welfare,1,0,0.21079277526259477
M2V_base_glove,rai,Unknown,8,0.011587337338558846
text-embedding-3-large,welfare,3,5,0.4850707497494993
mmBERTscandi-base-embedding,rai,Kvinde,4,0.2838513559365229
model2vecdk,rai,Kvinde,7,0.29172007775404346
potion-base-2M,welfare,3,5,0.17538898090625257
snowflake-arctic-embed-l-v2.0,welfare,2,0,0.4844913231503589
model2vecdk-stem,welfare,1,8,0.3414610333724228
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,1,0.4869512107897327
M2V_base_glove,welfare,11,6,0.03159615822789961
potion-base-4M,welfare,11,2,0.2259348679838589
nb-sbert-base,welfare,3,5,0.4780914595206294
text-embedding-3-small,welfare,11,9,0.4508167397591388
text-embedding-3-small,welfare,1,9,0.49321457821646814
snowflake-arctic-embed-l-v2.0,rai,Unknown,6,0.4142006678694204
text-embedding-3-large,rai,Kvinde,5,0.39263285797614456
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,4,0.49177662039846254
bge-m3,welfare,1,0,0.49107035536637544
text-embedding-3-large,rai,Mand,8,0.39020342864412166
EmbeddingGemma-Scandi-300m,rai,Mand,5,0.3344375353052623
EmbeddingGemma-Scandi-300m,rai,Kvinde,2,0.342566200909649
potion-base-2M,rai,Mand,8,0.13925861893545277
static-similarity-mrl-multilingual-v1,welfare,3,4,0.32416594242741203
paraphrase-multilingual-mpnet-base-v2,welfare,11,0,0.545696033487861
mmBERTscandi-base-embedding,rai,Unknown,6,0.35073938042342223
bge-m3,rai,Kvinde,6,0.33861770664479446
xlm-roberta-large,welfare,11,5,0.1236709882776339
multilingual-e5-large-instruct,rai,Mand,8,0.3852260996073154
Qwen3-Embedding-0.6B,welfare,3,1,0.24655351889694332
snowflake-arctic-embed-l-v2.0,welfare,11,8,0.4694085213554422
multilingual-e5-large-instruct,welfare,3,7,0.5181704454441689
M2V_base_glove,rai,Kvinde,6,0.013965911206853398
multilingual-e5-base,welfare,3,4,0.3734020796597916
model2vecdk-stem,rai,Kvinde,4,0.289297704207913
multilingual-e5-large-instruct,welfare,11,4,0.4826860597909922
LaBSE,rai,Unknown,7,0.3457116429579226
M2V_base_output,welfare,1,8,0.20779291895890858
potion-base-4M,rai,Unknown,3,0.07575090069532944
multilingual-e5-large,rai,Kvinde,2,0.31395324815309517
text-embedding-ada-002,welfare,4,8,0.41855865654290664
multilingual-e5-large-instruct,welfare,4,7,0.4736858367050923
paraphrase-multilingual-MiniLM-L12-v2,welfare,2,8,0.48251014848124013
M2V_base_glove,welfare,11,8,0.029314027471809202
paraphrase-multilingual-MiniLM-L12-v2,welfare,4,6,0.5075224292715278
paraphrase-multilingual-mpnet-base-v2,welfare,11,7,0.5433264437274974
multilingual-e5-small,rai,Unknown,4,0.2985963337735232
text-embedding-ada-002,welfare,3,5,0.4451480291537587
paraphrase-multilingual-MiniLM-L12-v2,welfare,1,6,0.5422086022746773
text-embedding-3-large,rai,Unknown,4,0.4457954901225088
multilingual-e5-large-instruct,rai,Mand,0,0.38892730100823303
multilingual-e5-base,rai,Mand,7,0.2882344524792685
text-embedding-3-small,welfare,3,8,0.46413875532643833
M2V_base_glove_subword,rai,Kvinde,5,0.12031834841258528
M2V_base_glove_subword,welfare,1,6,0.21025689793746435
snowflake-arctic-embed-l-v2.0,welfare,1,2,0.5015340305087681
m2v-dfm-large,welfare,1,9,0.4220018708358749
M2V_base_output,rai,Kvinde,8,0.11865410815971932
potion-multilingual-128M,rai,Unknown,4,0.28934473818069456
potion-base-4M,welfare,3,8,0.19912121390254464
paraphrase-multilingual-MiniLM-L12-v2,welfare,1,5,0.5439162413771164
xlm-roberta-base,welfare,3,2,0.0578372695944553
xlm-roberta-base,welfare,11,7,0.06691502529871611
text-embedding-ada-002,welfare,1,5,0.510210285113343
model2vecdk-stem,rai,Unknown,1,0.3325562851050519
model2vecdk-stem,rai,Mand,7,0.284406037545264
multilingual-e5-large-instruct,rai,Kvinde,3,0.42109781672204716
LaBSE,rai,Unknown,5,0.34205325121562974
snowflake-arctic-embed-l-v2.0,rai,Unknown,2,0.4078153700249221
dfm-sentence-encoder-large,rai,Kvinde,1,0.26267208498282285
mmBERTscandi-base-embedding,welfare,4,9,0.3883480036817304
xlm-roberta-base,welfare,4,8,0.11001138843053783
Qwen3-Embedding-0.6B,welfare,4,1,0.1866453657612044
xlm-roberta-base,rai,Kvinde,0,0.15931088653839043
M2V_base_output,welfare,11,9,0.23003970881387878
bge-m3,rai,Kvinde,7,0.3380457023873124
mmBERTscandi-base-embedding,welfare,2,3,0.34707256586312946
Qwen3-Embedding-0.6B,rai,Unknown,3,0.22771995173462997
multilingual-e5-base,rai,Kvinde,7,0.29182134746270544
text-embedding-ada-002,welfare,4,2,0.4186499412243771
xlm-roberta-large,rai,Unknown,7,0.14995635607282737
snowflake-arctic-embed-l-v2.0,welfare,2,8,0.48244118507783346
potion-base-2M,welfare,4,4,0.2145222141447041
text-embedding-ada-002,welfare,1,2,0.5097731323557123
text-embedding-3-large,welfare,2,3,0.4657582914927927
model2vecdk-stem,welfare,1,4,0.33454140139648253
model2vecdk-stem,welfare,1,9,0.33696155447616943
Qwen3-Embedding-0.6B,welfare,2,0,0.29735057045791446
multilingual-e5-large,rai,Kvinde,9,0.31332486967869716
mmBERTscandi-base-embedding,rai,Kvinde,0,0.28618739657846015
LaBSE,welfare,4,9,0.3974979549426966
M2V_base_output,welfare,4,7,0.250941039692676
multilingual-e5-large-instruct,rai,Kvinde,1,0.41840673684613294
multilingual-e5-large-instruct,welfare,1,4,0.5454463813131785
paraphrase-multilingual-mpnet-base-v2,welfare,1,6,0.5737386197412593
mmBERTscandi-base-embedding,welfare,3,5,0.35873933994874524
potion-multilingual-128M,rai,Kvinde,3,0.2509443106063601
text-embedding-3-large,welfare,4,5,0.4447729780023355
potion-multilingual-128M,welfare,1,5,0.43655712734089247
text-embedding-3-small,rai,Unknown,9,0.36022504210852896
text-embedding-3-small,rai,Kvinde,4,0.32963565526359795
m2v-dfm-large,welfare,4,8,0.3542594760999574
Qwen3-Embedding-Scandi-0.6B,welfare,2,3,0.2878987926225315
M2V_base_glove_subword,welfare,3,5,0.20668425474071173
LaBSE,welfare,3,9,0.4470444254529066
m2v-dfm-large,rai,Mand,4,0.3266409470115983
multilingual-e5-small,welfare,1,9,0.4106694454847062
potion-base-8M,welfare,1,6,0.2213754873820724
multilingual-e5-large,welfare,4,7,0.4126767465976546
EmbeddingGemma-Scandi-300m,welfare,2,6,0.45923182292052256
model2vecdk,welfare,4,0,0.37323761704980557
multilingual-e5-small,rai,Kvinde,6,0.2804910663273742
multilingual-e5-small,rai,Mand,3,0.2948736072595612
paraphrase-multilingual-MiniLM-L12-v2,rai,Unknown,1,0.36423580369870784
text-embedding-3-large,welfare,11,7,0.4752450826553911
model2vecdk,welfare,4,9,0.3671531290072869
Qwen3-Embedding-Scandi-0.6B,welfare,4,1,0.3077835758689403
multilingual-e5-base,welfare,1,6,0.40742653851804866
Qwen3-Embedding-Scandi-0.6B,welfare,3,9,0.2957377890953256
text-embedding-ada-002,welfare,11,2,0.4368970175083223
m2v-dfm-large,welfare,1,1,0.4285341191232032
nb-sbert-base,welfare,4,3,0.4735010680267153
LaBSE,welfare,3,0,0.44774765083025037
potion-multilingual-128M,welfare,2,3,0.32474695490408656
nb-sbert-base,welfare,4,4,0.46815404609879585
EmbeddingGemma-Scandi-300m,rai,Kvinde,8,0.34659564486378464
potion-multilingual-128M,welfare,1,8,0.4420582671818163
mxbai-embed-large-v1,welfare,2,5,0.18672319613602825
nb-sbert-base,rai,Mand,9,0.35707533054065665
multilingual-e5-base,welfare,1,3,0.4044533593415721
Qwen3-Embedding-Scandi-0.6B,welfare,11,7,0.280551673774913
text-embedding-3-large,welfare,2,9,0.4643950675903403
mxbai-embed-large-v1,rai,Unknown,4,0.2533787673906774
dfm-sentence-encoder-large,welfare,3,7,0.34859489164042673
potion-multilingual-128M,welfare,2,0,0.31611147300991405
xlm-roberta-large,rai,Kvinde,7,0.13478230967928737
M2V_base_glove_subword,rai,Unknown,6,0.10423305617216488
multilingual-e5-large-instruct,rai,Kvinde,8,0.4194929636036991
Qwen3-Embedding-0.6B,welfare,3,7,0.24933903810088315
potion-multilingual-128M,welfare,2,8,0.3198407337594092
LaBSE,rai,Mand,7,0.30509499279874935
mxbai-embed-large-v1,rai,Unknown,6,0.24361736069154177
text-embedding-3-large,rai,Mand,4,0.3907711009418586
M2V_base_glove_subword,rai,Kvinde,7,0.11891897874057814
text-embedding-3-small,rai,Mand,3,0.30123500594307767
EmbeddingGemma-Scandi-300m,welfare,1,0,0.4786858695694311
bge-m3,welfare,11,3,0.44140337768929055
Qwen3-Embedding-Scandi-0.6B,welfare,1,1,0.3563053352878301
snowflake-arctic-embed-l-v2.0,welfare,11,9,0.47093028898588424
paraphrase-multilingual-MiniLM-L12-v2,welfare,2,5,0.48759724696228796
paraphrase-multilingual-mpnet-base-v2,welfare,3,6,0.5247674135000697
static-similarity-mrl-multilingual-v1,welfare,2,8,0.30672972128930365
paraphrase-multilingual-mpnet-base-v2,rai,Kvinde,1,0.405267743287396
model2vecdk,rai,Kvinde,8,0.29178250712849835
potion-base-2M,welfare,2,5,0.14482115615871918
dfm-sentence-encoder-large,welfare,4,5,0.3549162170244058
text-embedding-3-small,welfare,2,1,0.4538379595322859
mxbai-embed-large-v1,welfare,2,1,0.17874610931299886
mmBERTscandi-base-embedding,rai,Mand,7,0.28874661291482795
multilingual-e5-small,rai,Kvinde,0,0.28020980101911613
potion-base-2M,rai,Kvinde,6,0.11263657119217824
xlm-roberta-base,welfare,2,4,0.0647210491659569
M2V_base_output,welfare,3,3,0.19740397737850754
multilingual-e5-large,rai,Kvinde,1,0.31142825201034685
model2vecdk-stem,rai,Mand,4,0.28290590599886517
text-embedding-3-large,welfare,3,0,0.48594221672305404
nb-sbert-base,welfare,3,9,0.47981646080228874
static-similarity-mrl-multilingual-v1,rai,Mand,4,0.2421451297059489
multilingual-e5-large,welfare,1,8,0.42271476903519434
multilingual-e5-large-instruct,welfare,3,0,0.5169952317411055
model2vecdk,welfare,2,2,0.3276996365760143
dfm-sentence-encoder-large,welfare,2,5,0.3123015073267402
model2vecdk-stem,rai,Mand,8,0.2818525909332863
xlm-roberta-base,welfare,3,3,0.053380151288544564
M2V_base_glove,welfare,1,9,-0.019409200875226153
multilingual-e5-large,rai,Mand,3,0.3033503691879503
EmbeddingGemma-Scandi-300m,welfare,4,1,0.49746661658859953
model2vecdk,welfare,2,9,0.3232378938207808
m2v-dfm-large,welfare,2,4,0.33406008002497284
EmbeddingGemma-Scandi-300m,welfare,1,2,0.4880730959638377
M2V_base_output,welfare,2,0,0.15963407585811593
M2V_base_glove,rai,Unknown,2,0.006134903525281266
M2V_base_glove_subword,rai,Unknown,8,0.10430653823051633
xlm-roberta-base,welfare,4,5,0.10947350500113111
potion-multilingual-128M,welfare,11,6,0.42169876880988927
M2V_base_glove,rai,Mand,1,0.07030272277708793
dfm-sentence-encoder-large,welfare,3,5,0.3535719091040405
EmbeddingGemma-Scandi-300m,welfare,1,8,0.4866360252821739
paraphrase-multilingual-MiniLM-L12-v2,welfare,4,0,0.5078640581221809
nb-sbert-base,welfare,3,2,0.4802923299908772
potion-base-4M,rai,Unknown,8,0.10065621953290452
potion-base-8M,rai,Unknown,2,0.09891002240238987
nb-sbert-base,welfare,1,5,0.5164193914760816
multilingual-e5-small,welfare,2,0,0.3413571261368173
text-embedding-ada-002,welfare,4,9,0.42150346249032916
mmBERTscandi-base-embedding,welfare,11,0,0.3725136809231952
multilingual-e5-large-instruct,rai,Unknown,3,0.4517542971277528
bge-m3,welfare,3,0,0.4325799961725871
dfm-sentence-encoder-large,rai,Unknown,1,0.31888027573849187
LaBSE,rai,Kvinde,2,0.2876175887685034
potion-base-2M,welfare,2,8,0.15499874839800773
mmBERTscandi-base-embedding,rai,Unknown,9,0.3632217228542587
text-embedding-3-small,rai,Unknown,8,0.35974753050507985
text-embedding-ada-002,welfare,1,3,0.5114795714407575
static-similarity-mrl-multilingual-v1,rai,Unknown,3,0.2575750879045045
multilingual-e5-large,rai,Kvinde,0,0.3122103167845
Qwen3-Embedding-0.6B,welfare,1,1,0.33529270142067086
Qwen3-Embedding-Scandi-0.6B,welfare,3,0,0.29156774907772065
paraphrase-multilingual-MiniLM-L12-v2,rai,Mand,4,0.32562408378511704
potion-multilingual-128M,rai,Unknown,9,0.2659591621655216
m2v-dfm-large,welfare,4,2,0.3537573905460635
